Date Administered	Jurisdiction	Ethnicity	COVID-19 Doses Administered
1/27/2021	Gentry	Unknown	31
1/26/2021	Gentry	Unknown	7
1/25/2021	Gentry	Unknown	1
1/22/2021	Gentry	Unknown	17
1/21/2021	Gentry	Unknown	16
1/20/2021	Gentry	Unknown	9
1/15/2021	Gentry	Unknown	1
1/14/2021	Gentry	Unknown	9
1/13/2021	Gentry	Unknown	1
1/12/2021	Gentry	Unknown	2
1/6/2021	Gentry	Unknown	1
1/4/2021	Gentry	Unknown	24
1/3/2021	Gentry	Unknown	6
12/31/2020	Gentry	Unknown	2
12/29/2020	Gentry	Unknown	1
12/28/2020	Gentry	Unknown	3
12/27/2020	Gentry	Unknown	2
12/23/2020	Gentry	Unknown	1
8/28/2021	Gentry	Not Hispanic or Latino	2
8/27/2021	Gentry	Not Hispanic or Latino	9
8/26/2021	Gentry	Not Hispanic or Latino	4
8/25/2021	Gentry	Not Hispanic or Latino	2
8/24/2021	Gentry	Not Hispanic or Latino	2
8/23/2021	Gentry	Not Hispanic or Latino	7
8/21/2021	Gentry	Not Hispanic or Latino	7
8/20/2021	Gentry	Not Hispanic or Latino	13
8/19/2021	Gentry	Not Hispanic or Latino	8
8/18/2021	Gentry	Not Hispanic or Latino	2
8/17/2021	Gentry	Not Hispanic or Latino	3
8/16/2021	Gentry	Not Hispanic or Latino	2
8/14/2021	Gentry	Not Hispanic or Latino	1
8/13/2021	Gentry	Not Hispanic or Latino	6
8/12/2021	Gentry	Not Hispanic or Latino	7
8/11/2021	Gentry	Not Hispanic or Latino	12
8/10/2021	Gentry	Not Hispanic or Latino	7
8/9/2021	Gentry	Not Hispanic or Latino	7
8/7/2021	Gentry	Not Hispanic or Latino	2
8/6/2021	Gentry	Not Hispanic or Latino	16
8/5/2021	Gentry	Not Hispanic or Latino	3
8/4/2021	Gentry	Not Hispanic or Latino	7
8/3/2021	Gentry	Not Hispanic or Latino	7
8/2/2021	Gentry	Not Hispanic or Latino	6
7/31/2021	Gentry	Not Hispanic or Latino	4
7/30/2021	Gentry	Not Hispanic or Latino	16
7/29/2021	Gentry	Not Hispanic or Latino	9
7/28/2021	Gentry	Not Hispanic or Latino	5
7/27/2021	Gentry	Not Hispanic or Latino	13
7/26/2021	Gentry	Not Hispanic or Latino	8
7/25/2021	Gentry	Not Hispanic or Latino	1
7/24/2021	Gentry	Not Hispanic or Latino	2
7/23/2021	Gentry	Not Hispanic or Latino	12
7/22/2021	Gentry	Not Hispanic or Latino	9
7/21/2021	Gentry	Not Hispanic or Latino	16
7/20/2021	Gentry	Not Hispanic or Latino	2
7/19/2021	Gentry	Not Hispanic or Latino	14
7/18/2021	Gentry	Not Hispanic or Latino	1
7/17/2021	Gentry	Not Hispanic or Latino	4
7/16/2021	Gentry	Not Hispanic or Latino	15
7/15/2021	Gentry	Not Hispanic or Latino	5
7/14/2021	Gentry	Not Hispanic or Latino	4
7/13/2021	Gentry	Not Hispanic or Latino	4
7/12/2021	Gentry	Not Hispanic or Latino	2
7/11/2021	Gentry	Not Hispanic or Latino	3
7/10/2021	Gentry	Not Hispanic or Latino	3
7/9/2021	Gentry	Not Hispanic or Latino	9
7/8/2021	Gentry	Not Hispanic or Latino	6
7/7/2021	Gentry	Not Hispanic or Latino	6
7/6/2021	Gentry	Not Hispanic or Latino	2
7/3/2021	Gentry	Not Hispanic or Latino	2
7/2/2021	Gentry	Not Hispanic or Latino	5
7/1/2021	Gentry	Not Hispanic or Latino	4
6/30/2021	Gentry	Not Hispanic or Latino	1
6/29/2021	Gentry	Not Hispanic or Latino	1
6/28/2021	Gentry	Not Hispanic or Latino	4
6/26/2021	Gentry	Not Hispanic or Latino	3
6/25/2021	Gentry	Not Hispanic or Latino	2
6/24/2021	Gentry	Not Hispanic or Latino	3
6/23/2021	Gentry	Not Hispanic or Latino	6
6/22/2021	Gentry	Not Hispanic or Latino	2
6/21/2021	Gentry	Not Hispanic or Latino	2
6/19/2021	Gentry	Not Hispanic or Latino	1
6/18/2021	Gentry	Not Hispanic or Latino	1
6/17/2021	Gentry	Not Hispanic or Latino	3
6/16/2021	Gentry	Not Hispanic or Latino	10
6/15/2021	Gentry	Not Hispanic or Latino	3
6/14/2021	Gentry	Not Hispanic or Latino	3
6/12/2021	Gentry	Not Hispanic or Latino	1
6/11/2021	Gentry	Not Hispanic or Latino	2
6/10/2021	Gentry	Not Hispanic or Latino	2
6/9/2021	Gentry	Not Hispanic or Latino	1
6/7/2021	Gentry	Not Hispanic or Latino	1
6/6/2021	Gentry	Not Hispanic or Latino	1
6/5/2021	Gentry	Not Hispanic or Latino	3
6/4/2021	Gentry	Not Hispanic or Latino	1
6/3/2021	Gentry	Not Hispanic or Latino	2
6/2/2021	Gentry	Not Hispanic or Latino	2
6/1/2021	Gentry	Not Hispanic or Latino	2
5/30/2021	Gentry	Not Hispanic or Latino	1
5/29/2021	Gentry	Not Hispanic or Latino	2
5/28/2021	Gentry	Not Hispanic or Latino	1
5/27/2021	Gentry	Not Hispanic or Latino	4
5/26/2021	Gentry	Not Hispanic or Latino	5
5/25/2021	Gentry	Not Hispanic or Latino	4
5/24/2021	Gentry	Not Hispanic or Latino	4
5/23/2021	Gentry	Not Hispanic or Latino	1
5/20/2021	Gentry	Not Hispanic or Latino	5
5/19/2021	Gentry	Not Hispanic or Latino	6
5/18/2021	Gentry	Not Hispanic or Latino	2
5/17/2021	Gentry	Not Hispanic or Latino	7
5/16/2021	Gentry	Not Hispanic or Latino	1
5/15/2021	Gentry	Not Hispanic or Latino	4
5/14/2021	Gentry	Not Hispanic or Latino	3
5/13/2021	Gentry	Not Hispanic or Latino	1
5/12/2021	Gentry	Not Hispanic or Latino	1
5/11/2021	Gentry	Not Hispanic or Latino	7
5/10/2021	Gentry	Not Hispanic or Latino	3
5/7/2021	Gentry	Not Hispanic or Latino	3
5/6/2021	Gentry	Not Hispanic or Latino	9
5/5/2021	Gentry	Not Hispanic or Latino	5
5/4/2021	Gentry	Not Hispanic or Latino	2
5/3/2021	Gentry	Not Hispanic or Latino	2
5/1/2021	Gentry	Not Hispanic or Latino	1
4/30/2021	Gentry	Not Hispanic or Latino	3
4/29/2021	Gentry	Not Hispanic or Latino	9
4/28/2021	Gentry	Not Hispanic or Latino	2
4/27/2021	Gentry	Not Hispanic or Latino	3
4/25/2021	Gentry	Not Hispanic or Latino	1
4/23/2021	Gentry	Not Hispanic or Latino	1
4/22/2021	Gentry	Not Hispanic or Latino	9
4/21/2021	Gentry	Not Hispanic or Latino	4
4/20/2021	Gentry	Not Hispanic or Latino	1
4/19/2021	Gentry	Not Hispanic or Latino	2
4/17/2021	Gentry	Not Hispanic or Latino	1
4/16/2021	Gentry	Not Hispanic or Latino	8
4/15/2021	Gentry	Not Hispanic or Latino	10
4/14/2021	Gentry	Not Hispanic or Latino	9
4/13/2021	Gentry	Not Hispanic or Latino	13
4/12/2021	Gentry	Not Hispanic or Latino	17
4/11/2021	Gentry	Not Hispanic or Latino	2
4/10/2021	Gentry	Not Hispanic or Latino	4
4/9/2021	Gentry	Not Hispanic or Latino	19
4/8/2021	Gentry	Not Hispanic or Latino	9
4/7/2021	Gentry	Not Hispanic or Latino	10
4/6/2021	Gentry	Not Hispanic or Latino	9
4/5/2021	Gentry	Not Hispanic or Latino	3
4/4/2021	Gentry	Not Hispanic or Latino	1
4/3/2021	Gentry	Not Hispanic or Latino	4
4/2/2021	Gentry	Not Hispanic or Latino	8
4/1/2021	Gentry	Not Hispanic or Latino	15
3/31/2021	Gentry	Not Hispanic or Latino	12
3/30/2021	Gentry	Not Hispanic or Latino	13
3/29/2021	Gentry	Not Hispanic or Latino	5
3/28/2021	Gentry	Not Hispanic or Latino	2
3/26/2021	Gentry	Not Hispanic or Latino	17
3/25/2021	Gentry	Not Hispanic or Latino	10
3/24/2021	Gentry	Not Hispanic or Latino	5
3/23/2021	Gentry	Not Hispanic or Latino	8
3/22/2021	Gentry	Not Hispanic or Latino	5
3/21/2021	Gentry	Not Hispanic or Latino	2
3/20/2021	Gentry	Not Hispanic or Latino	1
3/19/2021	Gentry	Not Hispanic or Latino	33
3/18/2021	Gentry	Not Hispanic or Latino	6
3/17/2021	Gentry	Not Hispanic or Latino	26
3/16/2021	Gentry	Not Hispanic or Latino	22
3/15/2021	Gentry	Not Hispanic or Latino	21
3/13/2021	Gentry	Not Hispanic or Latino	5
3/12/2021	Gentry	Not Hispanic or Latino	10
3/11/2021	Gentry	Not Hispanic or Latino	8
3/10/2021	Gentry	Not Hispanic or Latino	27
3/9/2021	Gentry	Not Hispanic or Latino	10
3/8/2021	Gentry	Not Hispanic or Latino	24
3/7/2021	Gentry	Not Hispanic or Latino	3
3/6/2021	Gentry	Not Hispanic or Latino	20
3/5/2021	Gentry	Not Hispanic or Latino	40
3/4/2021	Gentry	Not Hispanic or Latino	35
3/3/2021	Gentry	Not Hispanic or Latino	25
3/2/2021	Gentry	Not Hispanic or Latino	10
3/1/2021	Gentry	Not Hispanic or Latino	2
2/27/2021	Gentry	Not Hispanic or Latino	11
2/26/2021	Gentry	Not Hispanic or Latino	37
2/25/2021	Gentry	Not Hispanic or Latino	27
2/24/2021	Gentry	Not Hispanic or Latino	18
2/23/2021	Gentry	Not Hispanic or Latino	30
2/22/2021	Gentry	Not Hispanic or Latino	2
2/19/2021	Gentry	Not Hispanic or Latino	11
2/18/2021	Gentry	Not Hispanic or Latino	3
2/17/2021	Gentry	Not Hispanic or Latino	4
2/14/2021	Gentry	Not Hispanic or Latino	1
2/13/2021	Gentry	Not Hispanic or Latino	8
2/12/2021	Gentry	Not Hispanic or Latino	10
2/11/2021	Gentry	Not Hispanic or Latino	19
2/10/2021	Gentry	Not Hispanic or Latino	28
2/9/2021	Gentry	Not Hispanic or Latino	23
2/8/2021	Gentry	Not Hispanic or Latino	1
2/5/2021	Gentry	Not Hispanic or Latino	23
2/4/2021	Gentry	Not Hispanic or Latino	35
2/3/2021	Gentry	Not Hispanic or Latino	22
2/2/2021	Gentry	Not Hispanic or Latino	13
2/1/2021	Gentry	Not Hispanic or Latino	136
1/31/2021	Gentry	Not Hispanic or Latino	3
1/30/2021	Gentry	Not Hispanic or Latino	2
1/29/2021	Gentry	Not Hispanic or Latino	6
1/28/2021	Gentry	Not Hispanic or Latino	24
1/27/2021	Gentry	Not Hispanic or Latino	28
1/26/2021	Gentry	Not Hispanic or Latino	9
1/25/2021	Gentry	Not Hispanic or Latino	3
1/22/2021	Gentry	Not Hispanic or Latino	15
1/21/2021	Gentry	Not Hispanic or Latino	14
1/20/2021	Gentry	Not Hispanic or Latino	39
1/19/2021	Gentry	Not Hispanic or Latino	2
1/18/2021	Gentry	Not Hispanic or Latino	2
1/17/2021	Gentry	Not Hispanic or Latino	1
1/16/2021	Gentry	Not Hispanic or Latino	1
1/15/2021	Gentry	Not Hispanic or Latino	8
1/14/2021	Gentry	Not Hispanic or Latino	17
1/13/2021	Gentry	Not Hispanic or Latino	9
1/12/2021	Gentry	Not Hispanic or Latino	10
1/11/2021	Gentry	Not Hispanic or Latino	3
1/8/2021	Gentry	Not Hispanic or Latino	2
1/7/2021	Gentry	Not Hispanic or Latino	3
1/6/2021	Gentry	Not Hispanic or Latino	4
1/5/2021	Gentry	Not Hispanic or Latino	22
1/4/2021	Gentry	Not Hispanic or Latino	31
1/3/2021	Gentry	Not Hispanic or Latino	24
1/2/2021	Gentry	Not Hispanic or Latino	3
1/1/2021	Gentry	Not Hispanic or Latino	1
12/31/2020	Gentry	Not Hispanic or Latino	1
12/30/2020	Gentry	Not Hispanic or Latino	10
12/29/2020	Gentry	Not Hispanic or Latino	9
12/28/2020	Gentry	Not Hispanic or Latino	12
12/27/2020	Gentry	Not Hispanic or Latino	4
12/23/2020	Gentry	Not Hispanic or Latino	9
12/22/2020	Gentry	Not Hispanic or Latino	2
12/21/2020	Gentry	Not Hispanic or Latino	2
8/10/2021	Gentry	Hispanic or Latino	1
8/3/2021	Gentry	Hispanic or Latino	1
7/18/2021	Gentry	Hispanic or Latino	1
7/15/2021	Gentry	Hispanic or Latino	1
6/16/2021	Gentry	Hispanic or Latino	1
5/21/2021	Gentry	Hispanic or Latino	1
4/8/2021	Gentry	Hispanic or Latino	1
4/5/2021	Gentry	Hispanic or Latino	1
4/1/2021	Gentry	Hispanic or Latino	1
3/23/2021	Gentry	Hispanic or Latino	1
3/19/2021	Gentry	Hispanic or Latino	1
3/15/2021	Gentry	Hispanic or Latino	1
3/6/2021	Gentry	Hispanic or Latino	1
3/5/2021	Gentry	Hispanic or Latino	5
2/26/2021	Gentry	Hispanic or Latino	1
2/11/2021	Gentry	Hispanic or Latino	1
2/10/2021	Gentry	Hispanic or Latino	1
2/5/2021	Gentry	Hispanic or Latino	1
2/4/2021	Gentry	Hispanic or Latino	1
2/3/2021	Gentry	Hispanic or Latino	1
2/1/2021	Gentry	Hispanic or Latino	3
1/27/2021	Gentry	Hispanic or Latino	1
1/22/2021	Gentry	Hispanic or Latino	1
1/21/2021	Gentry	Hispanic or Latino	1
1/20/2021	Gentry	Hispanic or Latino	11
1/14/2021	Gentry	Hispanic or Latino	1
1/4/2021	Gentry	Hispanic or Latino	1
1/3/2021	Gentry	Hispanic or Latino	1
8/28/2021	Greene	Unknown	11
8/27/2021	Greene	Unknown	38
8/26/2021	Greene	Unknown	35
8/25/2021	Greene	Unknown	31
8/24/2021	Greene	Unknown	36
8/23/2021	Greene	Unknown	29
8/22/2021	Greene	Unknown	15
8/21/2021	Greene	Unknown	39
8/20/2021	Greene	Unknown	50
8/19/2021	Greene	Unknown	41
8/18/2021	Greene	Unknown	36
8/17/2021	Greene	Unknown	50
8/16/2021	Greene	Unknown	43
8/15/2021	Greene	Unknown	15
8/14/2021	Greene	Unknown	30
8/13/2021	Greene	Unknown	57
8/12/2021	Greene	Unknown	59
8/11/2021	Greene	Unknown	55
8/10/2021	Greene	Unknown	40
8/9/2021	Greene	Unknown	42
8/8/2021	Greene	Unknown	8
8/7/2021	Greene	Unknown	31
8/6/2021	Greene	Unknown	63
8/5/2021	Greene	Unknown	69
8/4/2021	Greene	Unknown	29
8/3/2021	Greene	Unknown	70
8/2/2021	Greene	Unknown	33
8/1/2021	Greene	Unknown	16
7/31/2021	Greene	Unknown	32
7/30/2021	Greene	Unknown	49
7/29/2021	Greene	Unknown	82
7/28/2021	Greene	Unknown	41
7/27/2021	Greene	Unknown	114
7/26/2021	Greene	Unknown	60
7/25/2021	Greene	Unknown	15
7/24/2021	Greene	Unknown	47
7/23/2021	Greene	Unknown	90
7/22/2021	Greene	Unknown	117
7/21/2021	Greene	Unknown	57
7/20/2021	Greene	Unknown	66
7/19/2021	Greene	Unknown	68
7/18/2021	Greene	Unknown	12
7/17/2021	Greene	Unknown	49
7/16/2021	Greene	Unknown	75
7/15/2021	Greene	Unknown	81
7/14/2021	Greene	Unknown	60
7/13/2021	Greene	Unknown	71
7/12/2021	Greene	Unknown	62
7/11/2021	Greene	Unknown	18
7/10/2021	Greene	Unknown	30
7/9/2021	Greene	Unknown	64
7/8/2021	Greene	Unknown	70
7/7/2021	Greene	Unknown	56
7/6/2021	Greene	Unknown	30
7/5/2021	Greene	Unknown	22
7/4/2021	Greene	Unknown	2
7/3/2021	Greene	Unknown	16
7/2/2021	Greene	Unknown	51
7/1/2021	Greene	Unknown	43
6/30/2021	Greene	Unknown	29
6/29/2021	Greene	Unknown	39
6/28/2021	Greene	Unknown	51
6/27/2021	Greene	Unknown	6
6/26/2021	Greene	Unknown	30
6/25/2021	Greene	Unknown	45
6/24/2021	Greene	Unknown	61
6/23/2021	Greene	Unknown	54
6/22/2021	Greene	Unknown	35
6/21/2021	Greene	Unknown	24
6/20/2021	Greene	Unknown	6
6/19/2021	Greene	Unknown	10
6/18/2021	Greene	Unknown	30
6/17/2021	Greene	Unknown	26
6/16/2021	Greene	Unknown	14
6/15/2021	Greene	Unknown	25
6/14/2021	Greene	Unknown	10
6/13/2021	Greene	Unknown	4
6/12/2021	Greene	Unknown	23
6/11/2021	Greene	Unknown	37
6/10/2021	Greene	Unknown	26
6/9/2021	Greene	Unknown	23
6/8/2021	Greene	Unknown	28
6/7/2021	Greene	Unknown	10
6/6/2021	Greene	Unknown	4
6/5/2021	Greene	Unknown	9
6/4/2021	Greene	Unknown	67
6/3/2021	Greene	Unknown	30
6/2/2021	Greene	Unknown	26
6/1/2021	Greene	Unknown	44
5/31/2021	Greene	Unknown	5
5/30/2021	Greene	Unknown	6
5/29/2021	Greene	Unknown	17
5/28/2021	Greene	Unknown	32
5/27/2021	Greene	Unknown	35
5/26/2021	Greene	Unknown	30
5/25/2021	Greene	Unknown	22
5/24/2021	Greene	Unknown	15
5/23/2021	Greene	Unknown	3
5/22/2021	Greene	Unknown	9
5/21/2021	Greene	Unknown	58
5/20/2021	Greene	Unknown	47
5/19/2021	Greene	Unknown	63
5/18/2021	Greene	Unknown	45
5/17/2021	Greene	Unknown	59
5/16/2021	Greene	Unknown	22
5/15/2021	Greene	Unknown	32
5/14/2021	Greene	Unknown	45
5/13/2021	Greene	Unknown	44
5/12/2021	Greene	Unknown	20
5/11/2021	Greene	Unknown	21
5/10/2021	Greene	Unknown	22
5/9/2021	Greene	Unknown	8
5/8/2021	Greene	Unknown	11
5/7/2021	Greene	Unknown	71
5/6/2021	Greene	Unknown	30
5/5/2021	Greene	Unknown	37
5/4/2021	Greene	Unknown	38
5/3/2021	Greene	Unknown	18
5/2/2021	Greene	Unknown	14
5/1/2021	Greene	Unknown	23
4/30/2021	Greene	Unknown	23
4/29/2021	Greene	Unknown	37
4/28/2021	Greene	Unknown	37
4/27/2021	Greene	Unknown	17
4/26/2021	Greene	Unknown	31
4/25/2021	Greene	Unknown	11
4/24/2021	Greene	Unknown	17
4/23/2021	Greene	Unknown	70
4/22/2021	Greene	Unknown	57
4/21/2021	Greene	Unknown	25
4/20/2021	Greene	Unknown	58
4/19/2021	Greene	Unknown	95
4/18/2021	Greene	Unknown	3
4/17/2021	Greene	Unknown	10
4/16/2021	Greene	Unknown	85
4/15/2021	Greene	Unknown	46
4/14/2021	Greene	Unknown	270
4/13/2021	Greene	Unknown	49
4/12/2021	Greene	Unknown	56
4/11/2021	Greene	Unknown	13
4/10/2021	Greene	Unknown	18
4/9/2021	Greene	Unknown	156
4/8/2021	Greene	Unknown	70
4/7/2021	Greene	Unknown	222
4/6/2021	Greene	Unknown	116
4/5/2021	Greene	Unknown	421
4/4/2021	Greene	Unknown	12
4/3/2021	Greene	Unknown	640
4/2/2021	Greene	Unknown	138
4/1/2021	Greene	Unknown	246
3/31/2021	Greene	Unknown	162
3/30/2021	Greene	Unknown	138
3/29/2021	Greene	Unknown	102
3/28/2021	Greene	Unknown	8
3/27/2021	Greene	Unknown	45
3/26/2021	Greene	Unknown	158
3/25/2021	Greene	Unknown	116
3/24/2021	Greene	Unknown	84
3/23/2021	Greene	Unknown	354
3/22/2021	Greene	Unknown	617
3/21/2021	Greene	Unknown	9
3/20/2021	Greene	Unknown	67
3/19/2021	Greene	Unknown	693
3/18/2021	Greene	Unknown	762
3/17/2021	Greene	Unknown	77
3/16/2021	Greene	Unknown	129
3/15/2021	Greene	Unknown	116
3/14/2021	Greene	Unknown	9
3/13/2021	Greene	Unknown	58
3/12/2021	Greene	Unknown	97
3/11/2021	Greene	Unknown	118
3/10/2021	Greene	Unknown	72
3/9/2021	Greene	Unknown	538
3/8/2021	Greene	Unknown	372
3/7/2021	Greene	Unknown	15
3/6/2021	Greene	Unknown	80
3/5/2021	Greene	Unknown	623
3/4/2021	Greene	Unknown	669
3/3/2021	Greene	Unknown	715
3/2/2021	Greene	Unknown	60
3/1/2021	Greene	Unknown	341
2/28/2021	Greene	Unknown	32
2/27/2021	Greene	Unknown	601
2/26/2021	Greene	Unknown	691
2/25/2021	Greene	Unknown	93
2/24/2021	Greene	Unknown	486
2/23/2021	Greene	Unknown	54
2/22/2021	Greene	Unknown	25
2/21/2021	Greene	Unknown	1
2/20/2021	Greene	Unknown	1
2/19/2021	Greene	Unknown	49
2/18/2021	Greene	Unknown	31
2/17/2021	Greene	Unknown	15
2/16/2021	Greene	Unknown	23
2/15/2021	Greene	Unknown	17
2/14/2021	Greene	Unknown	35
2/13/2021	Greene	Unknown	13
2/12/2021	Greene	Unknown	138
2/11/2021	Greene	Unknown	93
2/10/2021	Greene	Unknown	46
2/9/2021	Greene	Unknown	319
2/8/2021	Greene	Unknown	498
2/7/2021	Greene	Unknown	5
2/6/2021	Greene	Unknown	746
2/5/2021	Greene	Unknown	103
2/4/2021	Greene	Unknown	61
2/3/2021	Greene	Unknown	79
2/2/2021	Greene	Unknown	64
2/1/2021	Greene	Unknown	235
1/31/2021	Greene	Unknown	3
1/30/2021	Greene	Unknown	64
1/29/2021	Greene	Unknown	113
1/28/2021	Greene	Unknown	279
1/27/2021	Greene	Unknown	215
1/26/2021	Greene	Unknown	125
1/25/2021	Greene	Unknown	158
1/24/2021	Greene	Unknown	14
1/23/2021	Greene	Unknown	43
1/22/2021	Greene	Unknown	228
1/21/2021	Greene	Unknown	206
1/20/2021	Greene	Unknown	176
1/19/2021	Greene	Unknown	93
1/18/2021	Greene	Unknown	80
1/16/2021	Greene	Unknown	97
1/15/2021	Greene	Unknown	109
1/14/2021	Greene	Unknown	146
1/13/2021	Greene	Unknown	95
1/12/2021	Greene	Unknown	54
1/11/2021	Greene	Unknown	50
1/9/2021	Greene	Unknown	3
1/8/2021	Greene	Unknown	112
1/7/2021	Greene	Unknown	37
1/6/2021	Greene	Unknown	56
1/5/2021	Greene	Unknown	60
1/4/2021	Greene	Unknown	89
1/3/2021	Greene	Unknown	30
1/2/2021	Greene	Unknown	52
12/31/2020	Greene	Unknown	109
12/30/2020	Greene	Unknown	76
12/29/2020	Greene	Unknown	82
12/28/2020	Greene	Unknown	38
12/27/2020	Greene	Unknown	4
12/26/2020	Greene	Unknown	14
12/24/2020	Greene	Unknown	23
12/23/2020	Greene	Unknown	24
12/22/2020	Greene	Unknown	52
12/21/2020	Greene	Unknown	10
12/20/2020	Greene	Unknown	1
12/19/2020	Greene	Unknown	1
12/18/2020	Greene	Unknown	6
12/17/2020	Greene	Unknown	1
12/16/2020	Greene	Unknown	5
12/15/2020	Greene	Unknown	4
8/28/2021	Greene	Not Hispanic or Latino	60
8/27/2021	Greene	Not Hispanic or Latino	169
8/26/2021	Greene	Not Hispanic or Latino	185
8/25/2021	Greene	Not Hispanic or Latino	173
8/24/2021	Greene	Not Hispanic or Latino	152
8/23/2021	Greene	Not Hispanic or Latino	131
8/22/2021	Greene	Not Hispanic or Latino	69
8/21/2021	Greene	Not Hispanic or Latino	119
8/20/2021	Greene	Not Hispanic or Latino	200
8/19/2021	Greene	Not Hispanic or Latino	194
8/18/2021	Greene	Not Hispanic or Latino	214
8/17/2021	Greene	Not Hispanic or Latino	217
8/16/2021	Greene	Not Hispanic or Latino	212
8/15/2021	Greene	Not Hispanic or Latino	69
8/14/2021	Greene	Not Hispanic or Latino	156
8/13/2021	Greene	Not Hispanic or Latino	275
8/12/2021	Greene	Not Hispanic or Latino	260
8/11/2021	Greene	Not Hispanic or Latino	240
8/10/2021	Greene	Not Hispanic or Latino	228
8/9/2021	Greene	Not Hispanic or Latino	268
8/8/2021	Greene	Not Hispanic or Latino	120
8/7/2021	Greene	Not Hispanic or Latino	222
8/6/2021	Greene	Not Hispanic or Latino	303
8/5/2021	Greene	Not Hispanic or Latino	334
8/4/2021	Greene	Not Hispanic or Latino	270
8/3/2021	Greene	Not Hispanic or Latino	309
8/2/2021	Greene	Not Hispanic or Latino	336
8/1/2021	Greene	Not Hispanic or Latino	139
7/31/2021	Greene	Not Hispanic or Latino	269
7/30/2021	Greene	Not Hispanic or Latino	390
7/29/2021	Greene	Not Hispanic or Latino	513
7/28/2021	Greene	Not Hispanic or Latino	431
7/27/2021	Greene	Not Hispanic or Latino	457
7/26/2021	Greene	Not Hispanic or Latino	502
7/25/2021	Greene	Not Hispanic or Latino	241
7/24/2021	Greene	Not Hispanic or Latino	295
7/23/2021	Greene	Not Hispanic or Latino	557
7/22/2021	Greene	Not Hispanic or Latino	550
7/21/2021	Greene	Not Hispanic or Latino	527
7/20/2021	Greene	Not Hispanic or Latino	443
7/19/2021	Greene	Not Hispanic or Latino	506
7/18/2021	Greene	Not Hispanic or Latino	196
7/17/2021	Greene	Not Hispanic or Latino	353
7/16/2021	Greene	Not Hispanic or Latino	484
7/15/2021	Greene	Not Hispanic or Latino	507
7/14/2021	Greene	Not Hispanic or Latino	495
7/13/2021	Greene	Not Hispanic or Latino	409
7/12/2021	Greene	Not Hispanic or Latino	523
7/11/2021	Greene	Not Hispanic or Latino	221
7/10/2021	Greene	Not Hispanic or Latino	259
7/9/2021	Greene	Not Hispanic or Latino	513
7/8/2021	Greene	Not Hispanic or Latino	530
7/7/2021	Greene	Not Hispanic or Latino	431
7/6/2021	Greene	Not Hispanic or Latino	290
7/5/2021	Greene	Not Hispanic or Latino	226
7/4/2021	Greene	Not Hispanic or Latino	24
7/3/2021	Greene	Not Hispanic or Latino	162
7/2/2021	Greene	Not Hispanic or Latino	352
7/1/2021	Greene	Not Hispanic or Latino	299
6/30/2021	Greene	Not Hispanic or Latino	243
6/29/2021	Greene	Not Hispanic or Latino	227
6/28/2021	Greene	Not Hispanic or Latino	342
6/27/2021	Greene	Not Hispanic or Latino	124
6/26/2021	Greene	Not Hispanic or Latino	278
6/25/2021	Greene	Not Hispanic or Latino	381
6/24/2021	Greene	Not Hispanic or Latino	367
6/23/2021	Greene	Not Hispanic or Latino	334
6/22/2021	Greene	Not Hispanic or Latino	269
6/21/2021	Greene	Not Hispanic or Latino	276
6/20/2021	Greene	Not Hispanic or Latino	60
6/19/2021	Greene	Not Hispanic or Latino	153
6/18/2021	Greene	Not Hispanic or Latino	197
6/17/2021	Greene	Not Hispanic or Latino	175
6/16/2021	Greene	Not Hispanic or Latino	183
6/15/2021	Greene	Not Hispanic or Latino	144
6/14/2021	Greene	Not Hispanic or Latino	182
6/13/2021	Greene	Not Hispanic or Latino	54
6/12/2021	Greene	Not Hispanic or Latino	143
6/11/2021	Greene	Not Hispanic or Latino	184
6/10/2021	Greene	Not Hispanic or Latino	250
6/9/2021	Greene	Not Hispanic or Latino	196
6/8/2021	Greene	Not Hispanic or Latino	165
6/7/2021	Greene	Not Hispanic or Latino	196
6/6/2021	Greene	Not Hispanic or Latino	55
6/5/2021	Greene	Not Hispanic or Latino	118
6/4/2021	Greene	Not Hispanic or Latino	204
6/3/2021	Greene	Not Hispanic or Latino	230
6/2/2021	Greene	Not Hispanic or Latino	208
6/1/2021	Greene	Not Hispanic or Latino	282
5/31/2021	Greene	Not Hispanic or Latino	35
