Date Administered	Jurisdiction	Ethnicity	COVID-19 Doses Administered
5/17/2021	Mississippi	Not Hispanic or Latino	7
5/16/2021	Mississippi	Not Hispanic or Latino	5
5/15/2021	Mississippi	Not Hispanic or Latino	5
5/14/2021	Mississippi	Not Hispanic or Latino	6
5/13/2021	Mississippi	Not Hispanic or Latino	3
5/12/2021	Mississippi	Not Hispanic or Latino	3
5/11/2021	Mississippi	Not Hispanic or Latino	3
5/8/2021	Mississippi	Not Hispanic or Latino	2
5/7/2021	Mississippi	Not Hispanic or Latino	11
5/6/2021	Mississippi	Not Hispanic or Latino	11
5/5/2021	Mississippi	Not Hispanic or Latino	5
5/4/2021	Mississippi	Not Hispanic or Latino	28
5/3/2021	Mississippi	Not Hispanic or Latino	6
4/30/2021	Mississippi	Not Hispanic or Latino	7
4/29/2021	Mississippi	Not Hispanic or Latino	15
4/28/2021	Mississippi	Not Hispanic or Latino	14
4/27/2021	Mississippi	Not Hispanic or Latino	4
4/26/2021	Mississippi	Not Hispanic or Latino	2
4/24/2021	Mississippi	Not Hispanic or Latino	2
4/23/2021	Mississippi	Not Hispanic or Latino	6
4/22/2021	Mississippi	Not Hispanic or Latino	16
4/21/2021	Mississippi	Not Hispanic or Latino	13
4/20/2021	Mississippi	Not Hispanic or Latino	107
4/19/2021	Mississippi	Not Hispanic or Latino	2
4/18/2021	Mississippi	Not Hispanic or Latino	2
4/17/2021	Mississippi	Not Hispanic or Latino	3
4/16/2021	Mississippi	Not Hispanic or Latino	4
4/15/2021	Mississippi	Not Hispanic or Latino	16
4/14/2021	Mississippi	Not Hispanic or Latino	33
4/13/2021	Mississippi	Not Hispanic or Latino	7
4/12/2021	Mississippi	Not Hispanic or Latino	13
4/11/2021	Mississippi	Not Hispanic or Latino	3
4/10/2021	Mississippi	Not Hispanic or Latino	5
4/9/2021	Mississippi	Not Hispanic or Latino	38
4/8/2021	Mississippi	Not Hispanic or Latino	32
4/7/2021	Mississippi	Not Hispanic or Latino	10
4/6/2021	Mississippi	Not Hispanic or Latino	21
4/5/2021	Mississippi	Not Hispanic or Latino	10
4/4/2021	Mississippi	Not Hispanic or Latino	1
4/3/2021	Mississippi	Not Hispanic or Latino	3
4/2/2021	Mississippi	Not Hispanic or Latino	15
4/1/2021	Mississippi	Not Hispanic or Latino	33
3/31/2021	Mississippi	Not Hispanic or Latino	44
3/30/2021	Mississippi	Not Hispanic or Latino	14
3/29/2021	Mississippi	Not Hispanic or Latino	12
3/28/2021	Mississippi	Not Hispanic or Latino	11
3/26/2021	Mississippi	Not Hispanic or Latino	17
3/25/2021	Mississippi	Not Hispanic or Latino	25
3/24/2021	Mississippi	Not Hispanic or Latino	15
3/23/2021	Mississippi	Not Hispanic or Latino	5
3/22/2021	Mississippi	Not Hispanic or Latino	11
3/20/2021	Mississippi	Not Hispanic or Latino	20
3/19/2021	Mississippi	Not Hispanic or Latino	29
3/18/2021	Mississippi	Not Hispanic or Latino	44
3/17/2021	Mississippi	Not Hispanic or Latino	6
3/16/2021	Mississippi	Not Hispanic or Latino	57
3/15/2021	Mississippi	Not Hispanic or Latino	62
3/14/2021	Mississippi	Not Hispanic or Latino	16
3/13/2021	Mississippi	Not Hispanic or Latino	13
3/12/2021	Mississippi	Not Hispanic or Latino	346
3/11/2021	Mississippi	Not Hispanic or Latino	20
3/10/2021	Mississippi	Not Hispanic or Latino	45
3/9/2021	Mississippi	Not Hispanic or Latino	29
3/8/2021	Mississippi	Not Hispanic or Latino	25
3/7/2021	Mississippi	Not Hispanic or Latino	2
3/6/2021	Mississippi	Not Hispanic or Latino	5
3/5/2021	Mississippi	Not Hispanic or Latino	8
3/4/2021	Mississippi	Not Hispanic or Latino	14
3/3/2021	Mississippi	Not Hispanic or Latino	81
3/2/2021	Mississippi	Not Hispanic or Latino	15
3/1/2021	Mississippi	Not Hispanic or Latino	15
2/27/2021	Mississippi	Not Hispanic or Latino	8
2/26/2021	Mississippi	Not Hispanic or Latino	10
2/25/2021	Mississippi	Not Hispanic or Latino	16
2/24/2021	Mississippi	Not Hispanic or Latino	63
2/23/2021	Mississippi	Not Hispanic or Latino	108
2/22/2021	Mississippi	Not Hispanic or Latino	1
2/21/2021	Mississippi	Not Hispanic or Latino	1
2/20/2021	Mississippi	Not Hispanic or Latino	1
2/18/2021	Mississippi	Not Hispanic or Latino	2
2/17/2021	Mississippi	Not Hispanic or Latino	1
2/15/2021	Mississippi	Not Hispanic or Latino	4
2/14/2021	Mississippi	Not Hispanic or Latino	1
2/13/2021	Mississippi	Not Hispanic or Latino	1
2/12/2021	Mississippi	Not Hispanic or Latino	8
2/11/2021	Mississippi	Not Hispanic or Latino	1
2/10/2021	Mississippi	Not Hispanic or Latino	70
2/9/2021	Mississippi	Not Hispanic or Latino	39
2/8/2021	Mississippi	Not Hispanic or Latino	2
2/7/2021	Mississippi	Not Hispanic or Latino	1
2/6/2021	Mississippi	Not Hispanic or Latino	265
2/5/2021	Mississippi	Not Hispanic or Latino	44
2/4/2021	Mississippi	Not Hispanic or Latino	167
2/3/2021	Mississippi	Not Hispanic or Latino	7
2/2/2021	Mississippi	Not Hispanic or Latino	12
2/1/2021	Mississippi	Not Hispanic or Latino	151
1/30/2021	Mississippi	Not Hispanic or Latino	1
1/29/2021	Mississippi	Not Hispanic or Latino	80
1/28/2021	Mississippi	Not Hispanic or Latino	74
1/27/2021	Mississippi	Not Hispanic or Latino	3
1/26/2021	Mississippi	Not Hispanic or Latino	34
1/25/2021	Mississippi	Not Hispanic or Latino	43
1/23/2021	Mississippi	Not Hispanic or Latino	2
1/22/2021	Mississippi	Not Hispanic or Latino	78
1/21/2021	Mississippi	Not Hispanic or Latino	51
1/20/2021	Mississippi	Not Hispanic or Latino	98
1/19/2021	Mississippi	Not Hispanic or Latino	73
1/18/2021	Mississippi	Not Hispanic or Latino	107
1/16/2021	Mississippi	Not Hispanic or Latino	4
1/15/2021	Mississippi	Not Hispanic or Latino	12
1/14/2021	Mississippi	Not Hispanic or Latino	14
1/13/2021	Mississippi	Not Hispanic or Latino	9
1/12/2021	Mississippi	Not Hispanic or Latino	4
1/11/2021	Mississippi	Not Hispanic or Latino	3
1/10/2021	Mississippi	Not Hispanic or Latino	2
1/8/2021	Mississippi	Not Hispanic or Latino	10
1/7/2021	Mississippi	Not Hispanic or Latino	19
1/6/2021	Mississippi	Not Hispanic or Latino	19
1/5/2021	Mississippi	Not Hispanic or Latino	5
1/4/2021	Mississippi	Not Hispanic or Latino	2
1/3/2021	Mississippi	Not Hispanic or Latino	1
1/1/2021	Mississippi	Not Hispanic or Latino	6
12/29/2020	Mississippi	Not Hispanic or Latino	4
12/28/2020	Mississippi	Not Hispanic or Latino	2
12/23/2020	Mississippi	Not Hispanic or Latino	24
12/22/2020	Mississippi	Not Hispanic or Latino	14
12/21/2020	Mississippi	Not Hispanic or Latino	6
12/19/2020	Mississippi	Not Hispanic or Latino	1
12/17/2020	Mississippi	Not Hispanic or Latino	1
8/19/2021	Mississippi	Hispanic or Latino	1
8/13/2021	Mississippi	Hispanic or Latino	1
8/12/2021	Mississippi	Hispanic or Latino	1
8/11/2021	Mississippi	Hispanic or Latino	2
8/6/2021	Mississippi	Hispanic or Latino	1
7/31/2021	Mississippi	Hispanic or Latino	2
7/30/2021	Mississippi	Hispanic or Latino	4
7/28/2021	Mississippi	Hispanic or Latino	1
7/26/2021	Mississippi	Hispanic or Latino	1
7/20/2021	Mississippi	Hispanic or Latino	1
7/16/2021	Mississippi	Hispanic or Latino	2
7/9/2021	Mississippi	Hispanic or Latino	1
7/6/2021	Mississippi	Hispanic or Latino	1
7/2/2021	Mississippi	Hispanic or Latino	1
6/24/2021	Mississippi	Hispanic or Latino	1
6/17/2021	Mississippi	Hispanic or Latino	1
6/10/2021	Mississippi	Hispanic or Latino	1
6/7/2021	Mississippi	Hispanic or Latino	2
6/1/2021	Mississippi	Hispanic or Latino	1
5/28/2021	Mississippi	Hispanic or Latino	1
5/26/2021	Mississippi	Hispanic or Latino	3
5/21/2021	Mississippi	Hispanic or Latino	1
5/19/2021	Mississippi	Hispanic or Latino	1
5/12/2021	Mississippi	Hispanic or Latino	3
5/8/2021	Mississippi	Hispanic or Latino	1
5/6/2021	Mississippi	Hispanic or Latino	3
5/5/2021	Mississippi	Hispanic or Latino	1
5/4/2021	Mississippi	Hispanic or Latino	8
5/3/2021	Mississippi	Hispanic or Latino	1
4/22/2021	Mississippi	Hispanic or Latino	1
4/21/2021	Mississippi	Hispanic or Latino	4
4/20/2021	Mississippi	Hispanic or Latino	24
4/16/2021	Mississippi	Hispanic or Latino	4
4/14/2021	Mississippi	Hispanic or Latino	1
4/9/2021	Mississippi	Hispanic or Latino	1
4/7/2021	Mississippi	Hispanic or Latino	2
4/6/2021	Mississippi	Hispanic or Latino	3
4/2/2021	Mississippi	Hispanic or Latino	1
4/1/2021	Mississippi	Hispanic or Latino	1
3/26/2021	Mississippi	Hispanic or Latino	3
3/25/2021	Mississippi	Hispanic or Latino	3
3/22/2021	Mississippi	Hispanic or Latino	1
3/20/2021	Mississippi	Hispanic or Latino	2
3/19/2021	Mississippi	Hispanic or Latino	1
3/16/2021	Mississippi	Hispanic or Latino	2
3/14/2021	Mississippi	Hispanic or Latino	1
3/13/2021	Mississippi	Hispanic or Latino	1
3/12/2021	Mississippi	Hispanic or Latino	3
3/11/2021	Mississippi	Hispanic or Latino	1
3/10/2021	Mississippi	Hispanic or Latino	3
3/9/2021	Mississippi	Hispanic or Latino	1
3/8/2021	Mississippi	Hispanic or Latino	2
3/3/2021	Mississippi	Hispanic or Latino	9
2/25/2021	Mississippi	Hispanic or Latino	1
2/18/2021	Mississippi	Hispanic or Latino	1
2/6/2021	Mississippi	Hispanic or Latino	1
2/5/2021	Mississippi	Hispanic or Latino	4
2/4/2021	Mississippi	Hispanic or Latino	7
2/2/2021	Mississippi	Hispanic or Latino	1
2/1/2021	Mississippi	Hispanic or Latino	4
1/29/2021	Mississippi	Hispanic or Latino	4
1/27/2021	Mississippi	Hispanic or Latino	1
1/19/2021	Mississippi	Hispanic or Latino	1
1/18/2021	Mississippi	Hispanic or Latino	1
1/12/2021	Mississippi	Hispanic or Latino	1
1/6/2021	Mississippi	Hispanic or Latino	2
12/30/2020	Mississippi	Hispanic or Latino	1
12/22/2020	Mississippi	Hispanic or Latino	1
8/28/2021	Moniteau	Unknown	1
8/27/2021	Moniteau	Unknown	2
8/26/2021	Moniteau	Unknown	1
8/25/2021	Moniteau	Unknown	2
8/24/2021	Moniteau	Unknown	3
8/21/2021	Moniteau	Unknown	1
8/20/2021	Moniteau	Unknown	8
8/19/2021	Moniteau	Unknown	5
8/18/2021	Moniteau	Unknown	7
8/17/2021	Moniteau	Unknown	6
8/16/2021	Moniteau	Unknown	2
8/14/2021	Moniteau	Unknown	1
8/13/2021	Moniteau	Unknown	5
8/12/2021	Moniteau	Unknown	1
8/11/2021	Moniteau	Unknown	1
8/10/2021	Moniteau	Unknown	2
8/9/2021	Moniteau	Unknown	1
8/6/2021	Moniteau	Unknown	3
8/5/2021	Moniteau	Unknown	1
8/4/2021	Moniteau	Unknown	1
8/3/2021	Moniteau	Unknown	2
8/2/2021	Moniteau	Unknown	2
8/1/2021	Moniteau	Unknown	1
7/30/2021	Moniteau	Unknown	1
7/29/2021	Moniteau	Unknown	16
7/28/2021	Moniteau	Unknown	1
7/26/2021	Moniteau	Unknown	4
7/23/2021	Moniteau	Unknown	5
7/21/2021	Moniteau	Unknown	1
7/20/2021	Moniteau	Unknown	1
7/18/2021	Moniteau	Unknown	1
7/16/2021	Moniteau	Unknown	2
7/15/2021	Moniteau	Unknown	2
7/13/2021	Moniteau	Unknown	1
7/12/2021	Moniteau	Unknown	1
7/10/2021	Moniteau	Unknown	3
7/7/2021	Moniteau	Unknown	1
7/6/2021	Moniteau	Unknown	2
6/30/2021	Moniteau	Unknown	2
6/29/2021	Moniteau	Unknown	1
6/27/2021	Moniteau	Unknown	1
6/26/2021	Moniteau	Unknown	1
6/23/2021	Moniteau	Unknown	1
6/17/2021	Moniteau	Unknown	1
6/16/2021	Moniteau	Unknown	1
6/15/2021	Moniteau	Unknown	1
6/11/2021	Moniteau	Unknown	1
6/9/2021	Moniteau	Unknown	1
6/8/2021	Moniteau	Unknown	1
6/6/2021	Moniteau	Unknown	3
6/2/2021	Moniteau	Unknown	1
6/1/2021	Moniteau	Unknown	1
5/30/2021	Moniteau	Unknown	1
5/29/2021	Moniteau	Unknown	1
5/27/2021	Moniteau	Unknown	1
5/26/2021	Moniteau	Unknown	1
5/24/2021	Moniteau	Unknown	1
5/22/2021	Moniteau	Unknown	1
5/21/2021	Moniteau	Unknown	3
5/19/2021	Moniteau	Unknown	5
5/18/2021	Moniteau	Unknown	2
5/13/2021	Moniteau	Unknown	2
5/4/2021	Moniteau	Unknown	1
5/3/2021	Moniteau	Unknown	4
4/30/2021	Moniteau	Unknown	1
4/28/2021	Moniteau	Unknown	1
4/24/2021	Moniteau	Unknown	2
4/22/2021	Moniteau	Unknown	1
4/21/2021	Moniteau	Unknown	1
4/20/2021	Moniteau	Unknown	1
4/19/2021	Moniteau	Unknown	1
4/16/2021	Moniteau	Unknown	1
4/15/2021	Moniteau	Unknown	1
4/14/2021	Moniteau	Unknown	1
4/12/2021	Moniteau	Unknown	4
4/10/2021	Moniteau	Unknown	1
4/9/2021	Moniteau	Unknown	1
4/8/2021	Moniteau	Unknown	1
4/5/2021	Moniteau	Unknown	1
4/2/2021	Moniteau	Unknown	3
3/31/2021	Moniteau	Unknown	2
3/30/2021	Moniteau	Unknown	2
3/29/2021	Moniteau	Unknown	2
3/27/2021	Moniteau	Unknown	1
3/26/2021	Moniteau	Unknown	8
3/25/2021	Moniteau	Unknown	10
3/24/2021	Moniteau	Unknown	4
3/23/2021	Moniteau	Unknown	1
3/22/2021	Moniteau	Unknown	1
3/21/2021	Moniteau	Unknown	1
3/19/2021	Moniteau	Unknown	3
3/18/2021	Moniteau	Unknown	6
3/17/2021	Moniteau	Unknown	3
3/16/2021	Moniteau	Unknown	9
3/15/2021	Moniteau	Unknown	7
3/14/2021	Moniteau	Unknown	1
3/13/2021	Moniteau	Unknown	1
3/12/2021	Moniteau	Unknown	3
3/11/2021	Moniteau	Unknown	5
3/10/2021	Moniteau	Unknown	5
3/9/2021	Moniteau	Unknown	13
3/8/2021	Moniteau	Unknown	1
3/7/2021	Moniteau	Unknown	1
3/5/2021	Moniteau	Unknown	4
3/4/2021	Moniteau	Unknown	2
3/3/2021	Moniteau	Unknown	3
3/2/2021	Moniteau	Unknown	4
3/1/2021	Moniteau	Unknown	10
2/27/2021	Moniteau	Unknown	1
2/26/2021	Moniteau	Unknown	1
2/25/2021	Moniteau	Unknown	1
2/24/2021	Moniteau	Unknown	5
2/22/2021	Moniteau	Unknown	1
2/19/2021	Moniteau	Unknown	3
2/18/2021	Moniteau	Unknown	7
2/17/2021	Moniteau	Unknown	1
2/12/2021	Moniteau	Unknown	4
2/10/2021	Moniteau	Unknown	4
2/9/2021	Moniteau	Unknown	5
2/8/2021	Moniteau	Unknown	3
2/6/2021	Moniteau	Unknown	1
2/5/2021	Moniteau	Unknown	11
2/4/2021	Moniteau	Unknown	3
2/3/2021	Moniteau	Unknown	10
2/1/2021	Moniteau	Unknown	4
1/31/2021	Moniteau	Unknown	1
1/30/2021	Moniteau	Unknown	9
1/29/2021	Moniteau	Unknown	17
1/28/2021	Moniteau	Unknown	6
1/27/2021	Moniteau	Unknown	5
1/26/2021	Moniteau	Unknown	9
1/25/2021	Moniteau	Unknown	5
1/23/2021	Moniteau	Unknown	4
1/22/2021	Moniteau	Unknown	6
1/21/2021	Moniteau	Unknown	5
1/20/2021	Moniteau	Unknown	7
1/19/2021	Moniteau	Unknown	3
1/18/2021	Moniteau	Unknown	1
1/15/2021	Moniteau	Unknown	2
1/14/2021	Moniteau	Unknown	7
1/13/2021	Moniteau	Unknown	1
1/11/2021	Moniteau	Unknown	1
1/8/2021	Moniteau	Unknown	1
1/5/2021	Moniteau	Unknown	1
1/4/2021	Moniteau	Unknown	1
12/30/2020	Moniteau	Unknown	3
12/29/2020	Moniteau	Unknown	1
12/28/2020	Moniteau	Unknown	2
12/23/2020	Moniteau	Unknown	1
12/21/2020	Moniteau	Unknown	1
12/18/2020	Moniteau	Unknown	7
12/17/2020	Moniteau	Unknown	7
12/16/2020	Moniteau	Unknown	2
12/15/2020	Moniteau	Unknown	1
8/28/2021	Moniteau	Not Hispanic or Latino	1
8/27/2021	Moniteau	Not Hispanic or Latino	23
8/26/2021	Moniteau	Not Hispanic or Latino	9
8/25/2021	Moniteau	Not Hispanic or Latino	23
8/24/2021	Moniteau	Not Hispanic or Latino	27
8/23/2021	Moniteau	Not Hispanic or Latino	17
8/22/2021	Moniteau	Not Hispanic or Latino	4
8/21/2021	Moniteau	Not Hispanic or Latino	6
8/20/2021	Moniteau	Not Hispanic or Latino	22
8/19/2021	Moniteau	Not Hispanic or Latino	14
8/18/2021	Moniteau	Not Hispanic or Latino	17
8/17/2021	Moniteau	Not Hispanic or Latino	10
8/16/2021	Moniteau	Not Hispanic or Latino	11
8/15/2021	Moniteau	Not Hispanic or Latino	1
8/14/2021	Moniteau	Not Hispanic or Latino	6
8/13/2021	Moniteau	Not Hispanic or Latino	46
8/12/2021	Moniteau	Not Hispanic or Latino	12
8/11/2021	Moniteau	Not Hispanic or Latino	30
8/10/2021	Moniteau	Not Hispanic or Latino	16
8/9/2021	Moniteau	Not Hispanic or Latino	9
8/8/2021	Moniteau	Not Hispanic or Latino	1
8/7/2021	Moniteau	Not Hispanic or Latino	8
8/6/2021	Moniteau	Not Hispanic or Latino	38
8/5/2021	Moniteau	Not Hispanic or Latino	7
8/4/2021	Moniteau	Not Hispanic or Latino	43
8/3/2021	Moniteau	Not Hispanic or Latino	14
8/2/2021	Moniteau	Not Hispanic or Latino	13
8/1/2021	Moniteau	Not Hispanic or Latino	7
7/31/2021	Moniteau	Not Hispanic or Latino	6
7/30/2021	Moniteau	Not Hispanic or Latino	32
7/29/2021	Moniteau	Not Hispanic or Latino	53
7/28/2021	Moniteau	Not Hispanic or Latino	25
7/27/2021	Moniteau	Not Hispanic or Latino	6
7/26/2021	Moniteau	Not Hispanic or Latino	23
7/25/2021	Moniteau	Not Hispanic or Latino	7
7/24/2021	Moniteau	Not Hispanic or Latino	6
7/23/2021	Moniteau	Not Hispanic or Latino	34
7/22/2021	Moniteau	Not Hispanic or Latino	12
7/21/2021	Moniteau	Not Hispanic or Latino	27
7/20/2021	Moniteau	Not Hispanic or Latino	47
7/19/2021	Moniteau	Not Hispanic or Latino	6
7/18/2021	Moniteau	Not Hispanic or Latino	1
7/17/2021	Moniteau	Not Hispanic or Latino	2
7/16/2021	Moniteau	Not Hispanic or Latino	32
7/15/2021	Moniteau	Not Hispanic or Latino	2
7/14/2021	Moniteau	Not Hispanic or Latino	21
7/13/2021	Moniteau	Not Hispanic or Latino	14
7/12/2021	Moniteau	Not Hispanic or Latino	11
7/11/2021	Moniteau	Not Hispanic or Latino	2
7/10/2021	Moniteau	Not Hispanic or Latino	1
7/9/2021	Moniteau	Not Hispanic or Latino	23
7/8/2021	Moniteau	Not Hispanic or Latino	8
7/7/2021	Moniteau	Not Hispanic or Latino	15
7/6/2021	Moniteau	Not Hispanic or Latino	3
7/5/2021	Moniteau	Not Hispanic or Latino	1
7/3/2021	Moniteau	Not Hispanic or Latino	2
7/2/2021	Moniteau	Not Hispanic or Latino	2
7/1/2021	Moniteau	Not Hispanic or Latino	5
6/30/2021	Moniteau	Not Hispanic or Latino	14
6/29/2021	Moniteau	Not Hispanic or Latino	10
6/28/2021	Moniteau	Not Hispanic or Latino	4
6/27/2021	Moniteau	Not Hispanic or Latino	2
6/26/2021	Moniteau	Not Hispanic or Latino	2
6/25/2021	Moniteau	Not Hispanic or Latino	10
6/24/2021	Moniteau	Not Hispanic or Latino	2
6/23/2021	Moniteau	Not Hispanic or Latino	17
6/22/2021	Moniteau	Not Hispanic or Latino	11
6/21/2021	Moniteau	Not Hispanic or Latino	7
6/20/2021	Moniteau	Not Hispanic or Latino	2
6/18/2021	Moniteau	Not Hispanic or Latino	15
6/17/2021	Moniteau	Not Hispanic or Latino	6
6/16/2021	Moniteau	Not Hispanic or Latino	3
6/15/2021	Moniteau	Not Hispanic or Latino	1
6/14/2021	Moniteau	Not Hispanic or Latino	2
6/13/2021	Moniteau	Not Hispanic or Latino	1
6/12/2021	Moniteau	Not Hispanic or Latino	2
6/11/2021	Moniteau	Not Hispanic or Latino	10
6/10/2021	Moniteau	Not Hispanic or Latino	5
6/9/2021	Moniteau	Not Hispanic or Latino	16
6/8/2021	Moniteau	Not Hispanic or Latino	2
6/7/2021	Moniteau	Not Hispanic or Latino	1
6/6/2021	Moniteau	Not Hispanic or Latino	4
6/5/2021	Moniteau	Not Hispanic or Latino	3
6/4/2021	Moniteau	Not Hispanic or Latino	4
6/3/2021	Moniteau	Not Hispanic or Latino	7
6/2/2021	Moniteau	Not Hispanic or Latino	11
6/1/2021	Moniteau	Not Hispanic or Latino	1
5/31/2021	Moniteau	Not Hispanic or Latino	1
5/30/2021	Moniteau	Not Hispanic or Latino	2
5/29/2021	Moniteau	Not Hispanic or Latino	2
5/28/2021	Moniteau	Not Hispanic or Latino	3
5/27/2021	Moniteau	Not Hispanic or Latino	3
5/26/2021	Moniteau	Not Hispanic or Latino	7
5/25/2021	Moniteau	Not Hispanic or Latino	2
5/24/2021	Moniteau	Not Hispanic or Latino	4
5/23/2021	Moniteau	Not Hispanic or Latino	2
5/22/2021	Moniteau	Not Hispanic or Latino	4
5/21/2021	Moniteau	Not Hispanic or Latino	9
5/20/2021	Moniteau	Not Hispanic or Latino	14
5/19/2021	Moniteau	Not Hispanic or Latino	41
5/18/2021	Moniteau	Not Hispanic or Latino	9
5/17/2021	Moniteau	Not Hispanic or Latino	6
5/16/2021	Moniteau	Not Hispanic or Latino	2
5/15/2021	Moniteau	Not Hispanic or Latino	3
5/14/2021	Moniteau	Not Hispanic or Latino	10
5/13/2021	Moniteau	Not Hispanic or Latino	3
5/12/2021	Moniteau	Not Hispanic or Latino	22
5/11/2021	Moniteau	Not Hispanic or Latino	4
5/10/2021	Moniteau	Not Hispanic or Latino	6
5/9/2021	Moniteau	Not Hispanic or Latino	3
5/8/2021	Moniteau	Not Hispanic or Latino	4
5/7/2021	Moniteau	Not Hispanic or Latino	5
5/6/2021	Moniteau	Not Hispanic or Latino	6
5/5/2021	Moniteau	Not Hispanic or Latino	5
5/4/2021	Moniteau	Not Hispanic or Latino	5
5/3/2021	Moniteau	Not Hispanic or Latino	10
5/2/2021	Moniteau	Not Hispanic or Latino	1
5/1/2021	Moniteau	Not Hispanic or Latino	1
4/30/2021	Moniteau	Not Hispanic or Latino	7
4/29/2021	Moniteau	Not Hispanic or Latino	5
4/28/2021	Moniteau	Not Hispanic or Latino	7
4/26/2021	Moniteau	Not Hispanic or Latino	2
4/24/2021	Moniteau	Not Hispanic or Latino	1
4/23/2021	Moniteau	Not Hispanic or Latino	14
4/22/2021	Moniteau	Not Hispanic or Latino	11
4/21/2021	Moniteau	Not Hispanic or Latino	10
4/20/2021	Moniteau	Not Hispanic or Latino	8
4/19/2021	Moniteau	Not Hispanic or Latino	8
4/18/2021	Moniteau	Not Hispanic or Latino	1
4/17/2021	Moniteau	Not Hispanic or Latino	4
4/16/2021	Moniteau	Not Hispanic or Latino	8
4/15/2021	Moniteau	Not Hispanic or Latino	10
4/14/2021	Moniteau	Not Hispanic or Latino	40
4/13/2021	Moniteau	Not Hispanic or Latino	29
4/12/2021	Moniteau	Not Hispanic or Latino	16
4/11/2021	Moniteau	Not Hispanic or Latino	1
4/10/2021	Moniteau	Not Hispanic or Latino	9
4/9/2021	Moniteau	Not Hispanic or Latino	23
4/8/2021	Moniteau	Not Hispanic or Latino	9
4/7/2021	Moniteau	Not Hispanic or Latino	14
4/6/2021	Moniteau	Not Hispanic or Latino	12
4/5/2021	Moniteau	Not Hispanic or Latino	18
4/2/2021	Moniteau	Not Hispanic or Latino	9
4/1/2021	Moniteau	Not Hispanic or Latino	28
3/31/2021	Moniteau	Not Hispanic or Latino	173
3/30/2021	Moniteau	Not Hispanic or Latino	142
3/29/2021	Moniteau	Not Hispanic or Latino	12
3/28/2021	Moniteau	Not Hispanic or Latino	2
3/27/2021	Moniteau	Not Hispanic or Latino	5
3/26/2021	Moniteau	Not Hispanic or Latino	72
3/25/2021	Moniteau	Not Hispanic or Latino	40
3/24/2021	Moniteau	Not Hispanic or Latino	48
3/23/2021	Moniteau	Not Hispanic or Latino	9
3/22/2021	Moniteau	Not Hispanic or Latino	20
3/21/2021	Moniteau	Not Hispanic or Latino	4
3/20/2021	Moniteau	Not Hispanic or Latino	5
3/19/2021	Moniteau	Not Hispanic or Latino	45
3/18/2021	Moniteau	Not Hispanic or Latino	64
3/17/2021	Moniteau	Not Hispanic or Latino	15
3/16/2021	Moniteau	Not Hispanic or Latino	104
3/15/2021	Moniteau	Not Hispanic or Latino	83
3/14/2021	Moniteau	Not Hispanic or Latino	1
3/13/2021	Moniteau	Not Hispanic or Latino	1
3/12/2021	Moniteau	Not Hispanic or Latino	44
3/11/2021	Moniteau	Not Hispanic or Latino	36
3/10/2021	Moniteau	Not Hispanic or Latino	37
3/9/2021	Moniteau	Not Hispanic or Latino	41
3/8/2021	Moniteau	Not Hispanic or Latino	2
3/7/2021	Moniteau	Not Hispanic or Latino	6
3/6/2021	Moniteau	Not Hispanic or Latino	7
3/5/2021	Moniteau	Not Hispanic or Latino	20
3/4/2021	Moniteau	Not Hispanic or Latino	14
3/3/2021	Moniteau	Not Hispanic or Latino	51
3/2/2021	Moniteau	Not Hispanic or Latino	83
3/1/2021	Moniteau	Not Hispanic or Latino	105
2/28/2021	Moniteau	Not Hispanic or Latino	2
2/27/2021	Moniteau	Not Hispanic or Latino	5
2/26/2021	Moniteau	Not Hispanic or Latino	32
2/25/2021	Moniteau	Not Hispanic or Latino	19
2/24/2021	Moniteau	Not Hispanic or Latino	17
2/23/2021	Moniteau	Not Hispanic or Latino	21
2/22/2021	Moniteau	Not Hispanic or Latino	14
2/20/2021	Moniteau	Not Hispanic or Latino	2
2/19/2021	Moniteau	Not Hispanic or Latino	43
2/18/2021	Moniteau	Not Hispanic or Latino	16
2/17/2021	Moniteau	Not Hispanic or Latino	41
2/16/2021	Moniteau	Not Hispanic or Latino	1
2/14/2021	Moniteau	Not Hispanic or Latino	2
2/13/2021	Moniteau	Not Hispanic or Latino	5
2/12/2021	Moniteau	Not Hispanic or Latino	83
2/11/2021	Moniteau	Not Hispanic or Latino	46
2/10/2021	Moniteau	Not Hispanic or Latino	87
2/9/2021	Moniteau	Not Hispanic or Latino	29
2/8/2021	Moniteau	Not Hispanic or Latino	16
2/6/2021	Moniteau	Not Hispanic or Latino	17
2/5/2021	Moniteau	Not Hispanic or Latino	85
2/4/2021	Moniteau	Not Hispanic or Latino	82
2/3/2021	Moniteau	Not Hispanic or Latino	65
2/2/2021	Moniteau	Not Hispanic or Latino	8
2/1/2021	Moniteau	Not Hispanic or Latino	16
1/30/2021	Moniteau	Not Hispanic or Latino	15
1/29/2021	Moniteau	Not Hispanic or Latino	109
1/28/2021	Moniteau	Not Hispanic or Latino	28
1/27/2021	Moniteau	Not Hispanic or Latino	108
1/26/2021	Moniteau	Not Hispanic or Latino	88
1/25/2021	Moniteau	Not Hispanic or Latino	86
1/23/2021	Moniteau	Not Hispanic or Latino	64
1/22/2021	Moniteau	Not Hispanic or Latino	101
1/21/2021	Moniteau	Not Hispanic or Latino	72
1/20/2021	Moniteau	Not Hispanic or Latino	24
1/19/2021	Moniteau	Not Hispanic or Latino	27
