Date Administered 1 1 1 1 1 1 1 1 (copy)	* Jurisdiction 1 1 1 1 1 1 1 1 (copy)	* Ethnicity 1 (copy)	COVID-19 Doses Administered
1/14/2021	Maries	Not Hispanic or Latino	1
1/13/2021	Maries	Not Hispanic or Latino	2
1/12/2021	Maries	Not Hispanic or Latino	4
1/11/2021	Maries	Not Hispanic or Latino	2
1/8/2021	Maries	Not Hispanic or Latino	2
1/7/2021	Maries	Not Hispanic or Latino	2
1/6/2021	Maries	Not Hispanic or Latino	2
1/4/2021	Maries	Not Hispanic or Latino	2
1/1/2021	Maries	Not Hispanic or Latino	2
6/30/2021	Maries	Hispanic or Latino	1
6/12/2021	Maries	Hispanic or Latino	1
6/8/2021	Maries	Hispanic or Latino	1
5/18/2021	Maries	Hispanic or Latino	2
5/15/2021	Maries	Hispanic or Latino	2
5/13/2021	Maries	Hispanic or Latino	1
5/12/2021	Maries	Hispanic or Latino	2
5/6/2021	Maries	Hispanic or Latino	1
5/1/2021	Maries	Hispanic or Latino	1
4/30/2021	Maries	Hispanic or Latino	1
4/29/2021	Maries	Hispanic or Latino	1
4/28/2021	Maries	Hispanic or Latino	1
4/22/2021	Maries	Hispanic or Latino	1
4/20/2021	Maries	Hispanic or Latino	1
4/14/2021	Maries	Hispanic or Latino	1
4/9/2021	Maries	Hispanic or Latino	2
4/7/2021	Maries	Hispanic or Latino	3
4/5/2021	Maries	Hispanic or Latino	1
4/2/2021	Maries	Hispanic or Latino	1
4/1/2021	Maries	Hispanic or Latino	1
3/30/2021	Maries	Hispanic or Latino	1
3/29/2021	Maries	Hispanic or Latino	1
3/22/2021	Maries	Hispanic or Latino	1
3/15/2021	Maries	Hispanic or Latino	1
3/8/2021	Maries	Hispanic or Latino	1
2/27/2021	Maries	Hispanic or Latino	2
2/26/2021	Maries	Hispanic or Latino	2
2/23/2021	Maries	Hispanic or Latino	2
2/12/2021	Maries	Hispanic or Latino	1
2/10/2021	Maries	Hispanic or Latino	1
2/4/2021	Maries	Hispanic or Latino	1
1/30/2021	Maries	Hispanic or Latino	2
1/6/2021	Maries	Hispanic or Latino	1
7/6/2021	Marion	Unknown	7
7/4/2021	Marion	Unknown	1
7/3/2021	Marion	Unknown	1
7/1/2021	Marion	Unknown	2
6/30/2021	Marion	Unknown	1
6/29/2021	Marion	Unknown	19
6/28/2021	Marion	Unknown	1
6/25/2021	Marion	Unknown	2
6/24/2021	Marion	Unknown	3
6/22/2021	Marion	Unknown	3
6/21/2021	Marion	Unknown	1
6/18/2021	Marion	Unknown	5
6/17/2021	Marion	Unknown	3
6/16/2021	Marion	Unknown	4
6/15/2021	Marion	Unknown	9
6/13/2021	Marion	Unknown	1
6/11/2021	Marion	Unknown	1
6/10/2021	Marion	Unknown	1
6/9/2021	Marion	Unknown	3
6/8/2021	Marion	Unknown	6
6/7/2021	Marion	Unknown	1
6/3/2021	Marion	Unknown	1
6/1/2021	Marion	Unknown	1
5/28/2021	Marion	Unknown	6
5/27/2021	Marion	Unknown	2
5/26/2021	Marion	Unknown	2
5/25/2021	Marion	Unknown	25
5/23/2021	Marion	Unknown	1
5/21/2021	Marion	Unknown	7
5/20/2021	Marion	Unknown	1
5/19/2021	Marion	Unknown	5
5/18/2021	Marion	Unknown	31
5/17/2021	Marion	Unknown	2
5/13/2021	Marion	Unknown	1
5/12/2021	Marion	Unknown	4
5/11/2021	Marion	Unknown	26
5/10/2021	Marion	Unknown	2
5/7/2021	Marion	Unknown	7
5/6/2021	Marion	Unknown	6
5/5/2021	Marion	Unknown	1
5/4/2021	Marion	Unknown	4
5/3/2021	Marion	Unknown	2
5/2/2021	Marion	Unknown	1
4/30/2021	Marion	Unknown	76
4/29/2021	Marion	Unknown	2
4/28/2021	Marion	Unknown	36
4/27/2021	Marion	Unknown	2
4/23/2021	Marion	Unknown	7
4/22/2021	Marion	Unknown	48
4/21/2021	Marion	Unknown	1
4/20/2021	Marion	Unknown	6
4/19/2021	Marion	Unknown	11
4/16/2021	Marion	Unknown	9
4/15/2021	Marion	Unknown	1
4/14/2021	Marion	Unknown	30
4/13/2021	Marion	Unknown	52
4/12/2021	Marion	Unknown	11
4/11/2021	Marion	Unknown	1
4/10/2021	Marion	Unknown	1
4/9/2021	Marion	Unknown	3
4/8/2021	Marion	Unknown	52
4/7/2021	Marion	Unknown	1
4/6/2021	Marion	Unknown	1
4/5/2021	Marion	Unknown	1
4/2/2021	Marion	Unknown	22
4/1/2021	Marion	Unknown	14
3/31/2021	Marion	Unknown	1
3/30/2021	Marion	Unknown	16
3/29/2021	Marion	Unknown	3
3/26/2021	Marion	Unknown	4
3/25/2021	Marion	Unknown	23
3/24/2021	Marion	Unknown	1
3/23/2021	Marion	Unknown	1
3/22/2021	Marion	Unknown	25
3/19/2021	Marion	Unknown	3
3/18/2021	Marion	Unknown	17
3/16/2021	Marion	Unknown	1
3/15/2021	Marion	Unknown	39
3/12/2021	Marion	Unknown	11
3/11/2021	Marion	Unknown	12
3/10/2021	Marion	Unknown	1
3/9/2021	Marion	Unknown	10
3/8/2021	Marion	Unknown	14
3/5/2021	Marion	Unknown	4
3/4/2021	Marion	Unknown	41
3/3/2021	Marion	Unknown	1
3/2/2021	Marion	Unknown	28
2/26/2021	Marion	Unknown	2
2/25/2021	Marion	Unknown	1
2/24/2021	Marion	Unknown	1
2/23/2021	Marion	Unknown	1
2/19/2021	Marion	Unknown	20
2/18/2021	Marion	Unknown	3
2/17/2021	Marion	Unknown	33
2/16/2021	Marion	Unknown	81
2/15/2021	Marion	Unknown	10
2/12/2021	Marion	Unknown	66
2/11/2021	Marion	Unknown	35
2/9/2021	Marion	Unknown	65
2/8/2021	Marion	Unknown	80
2/7/2021	Marion	Unknown	1
2/5/2021	Marion	Unknown	5
2/3/2021	Marion	Unknown	1
2/2/2021	Marion	Unknown	34
2/1/2021	Marion	Unknown	2
1/30/2021	Marion	Unknown	1
1/29/2021	Marion	Unknown	18
1/28/2021	Marion	Unknown	1
1/27/2021	Marion	Unknown	1
1/26/2021	Marion	Unknown	10
1/21/2021	Marion	Unknown	1
1/20/2021	Marion	Unknown	2
1/19/2021	Marion	Unknown	41
1/18/2021	Marion	Unknown	48
1/13/2021	Marion	Unknown	21
1/12/2021	Marion	Unknown	22
7/7/2021	Marion	Not Hispanic or Latino	12
7/6/2021	Marion	Not Hispanic or Latino	20
7/5/2021	Marion	Not Hispanic or Latino	7
7/3/2021	Marion	Not Hispanic or Latino	2
7/2/2021	Marion	Not Hispanic or Latino	5
7/1/2021	Marion	Not Hispanic or Latino	7
6/30/2021	Marion	Not Hispanic or Latino	22
6/29/2021	Marion	Not Hispanic or Latino	32
6/28/2021	Marion	Not Hispanic or Latino	8
6/27/2021	Marion	Not Hispanic or Latino	2
6/26/2021	Marion	Not Hispanic or Latino	5
6/25/2021	Marion	Not Hispanic or Latino	9
6/24/2021	Marion	Not Hispanic or Latino	10
6/23/2021	Marion	Not Hispanic or Latino	24
6/22/2021	Marion	Not Hispanic or Latino	51
6/21/2021	Marion	Not Hispanic or Latino	6
6/19/2021	Marion	Not Hispanic or Latino	5
6/18/2021	Marion	Not Hispanic or Latino	9
6/17/2021	Marion	Not Hispanic or Latino	9
6/16/2021	Marion	Not Hispanic or Latino	27
6/15/2021	Marion	Not Hispanic or Latino	36
6/14/2021	Marion	Not Hispanic or Latino	10
6/13/2021	Marion	Not Hispanic or Latino	4
6/12/2021	Marion	Not Hispanic or Latino	11
6/11/2021	Marion	Not Hispanic or Latino	5
6/10/2021	Marion	Not Hispanic or Latino	15
6/9/2021	Marion	Not Hispanic or Latino	12
6/8/2021	Marion	Not Hispanic or Latino	46
6/7/2021	Marion	Not Hispanic or Latino	11
6/6/2021	Marion	Not Hispanic or Latino	2
6/5/2021	Marion	Not Hispanic or Latino	7
6/4/2021	Marion	Not Hispanic or Latino	16
6/3/2021	Marion	Not Hispanic or Latino	22
6/2/2021	Marion	Not Hispanic or Latino	18
6/1/2021	Marion	Not Hispanic or Latino	13
5/30/2021	Marion	Not Hispanic or Latino	2
5/29/2021	Marion	Not Hispanic or Latino	1
5/28/2021	Marion	Not Hispanic or Latino	14
5/27/2021	Marion	Not Hispanic or Latino	17
5/26/2021	Marion	Not Hispanic or Latino	9
5/25/2021	Marion	Not Hispanic or Latino	62
5/24/2021	Marion	Not Hispanic or Latino	7
5/23/2021	Marion	Not Hispanic or Latino	5
5/22/2021	Marion	Not Hispanic or Latino	4
5/21/2021	Marion	Not Hispanic or Latino	17
5/20/2021	Marion	Not Hispanic or Latino	21
5/19/2021	Marion	Not Hispanic or Latino	7
5/18/2021	Marion	Not Hispanic or Latino	68
5/17/2021	Marion	Not Hispanic or Latino	15
5/16/2021	Marion	Not Hispanic or Latino	3
5/15/2021	Marion	Not Hispanic or Latino	7
5/14/2021	Marion	Not Hispanic or Latino	7
5/13/2021	Marion	Not Hispanic or Latino	10
5/12/2021	Marion	Not Hispanic or Latino	11
5/11/2021	Marion	Not Hispanic or Latino	85
5/10/2021	Marion	Not Hispanic or Latino	6
5/9/2021	Marion	Not Hispanic or Latino	1
5/8/2021	Marion	Not Hispanic or Latino	4
5/7/2021	Marion	Not Hispanic or Latino	33
5/6/2021	Marion	Not Hispanic or Latino	29
5/5/2021	Marion	Not Hispanic or Latino	19
5/4/2021	Marion	Not Hispanic or Latino	27
5/3/2021	Marion	Not Hispanic or Latino	17
5/2/2021	Marion	Not Hispanic or Latino	1
5/1/2021	Marion	Not Hispanic or Latino	4
4/30/2021	Marion	Not Hispanic or Latino	250
4/29/2021	Marion	Not Hispanic or Latino	23
4/28/2021	Marion	Not Hispanic or Latino	62
4/27/2021	Marion	Not Hispanic or Latino	15
4/26/2021	Marion	Not Hispanic or Latino	7
4/24/2021	Marion	Not Hispanic or Latino	4
4/23/2021	Marion	Not Hispanic or Latino	12
4/22/2021	Marion	Not Hispanic or Latino	183
4/21/2021	Marion	Not Hispanic or Latino	8
4/20/2021	Marion	Not Hispanic or Latino	13
4/19/2021	Marion	Not Hispanic or Latino	19
4/16/2021	Marion	Not Hispanic or Latino	14
4/15/2021	Marion	Not Hispanic or Latino	11
4/14/2021	Marion	Not Hispanic or Latino	198
4/13/2021	Marion	Not Hispanic or Latino	445
4/12/2021	Marion	Not Hispanic or Latino	49
4/10/2021	Marion	Not Hispanic or Latino	5
4/9/2021	Marion	Not Hispanic or Latino	26
4/8/2021	Marion	Not Hispanic or Latino	351
4/7/2021	Marion	Not Hispanic or Latino	19
4/6/2021	Marion	Not Hispanic or Latino	27
4/5/2021	Marion	Not Hispanic or Latino	4
4/4/2021	Marion	Not Hispanic or Latino	1
4/3/2021	Marion	Not Hispanic or Latino	1
4/2/2021	Marion	Not Hispanic or Latino	205
4/1/2021	Marion	Not Hispanic or Latino	33
3/31/2021	Marion	Not Hispanic or Latino	17
3/30/2021	Marion	Not Hispanic or Latino	224
3/29/2021	Marion	Not Hispanic or Latino	25
3/28/2021	Marion	Not Hispanic or Latino	5
3/27/2021	Marion	Not Hispanic or Latino	1
3/26/2021	Marion	Not Hispanic or Latino	27
3/25/2021	Marion	Not Hispanic or Latino	202
3/24/2021	Marion	Not Hispanic or Latino	6
3/23/2021	Marion	Not Hispanic or Latino	32
3/22/2021	Marion	Not Hispanic or Latino	151
3/21/2021	Marion	Not Hispanic or Latino	2
3/20/2021	Marion	Not Hispanic or Latino	8
3/19/2021	Marion	Not Hispanic or Latino	25
3/18/2021	Marion	Not Hispanic or Latino	41
3/17/2021	Marion	Not Hispanic or Latino	47
3/16/2021	Marion	Not Hispanic or Latino	41
3/15/2021	Marion	Not Hispanic or Latino	236
3/14/2021	Marion	Not Hispanic or Latino	1
3/12/2021	Marion	Not Hispanic or Latino	39
3/11/2021	Marion	Not Hispanic or Latino	24
3/10/2021	Marion	Not Hispanic or Latino	8
3/9/2021	Marion	Not Hispanic or Latino	20
3/8/2021	Marion	Not Hispanic or Latino	26
3/7/2021	Marion	Not Hispanic or Latino	5
3/6/2021	Marion	Not Hispanic or Latino	2
3/5/2021	Marion	Not Hispanic or Latino	12
3/4/2021	Marion	Not Hispanic or Latino	331
3/3/2021	Marion	Not Hispanic or Latino	3
3/2/2021	Marion	Not Hispanic or Latino	89
3/1/2021	Marion	Not Hispanic or Latino	8
2/28/2021	Marion	Not Hispanic or Latino	1
2/27/2021	Marion	Not Hispanic or Latino	1
2/26/2021	Marion	Not Hispanic or Latino	71
2/25/2021	Marion	Not Hispanic or Latino	11
2/24/2021	Marion	Not Hispanic or Latino	2
2/23/2021	Marion	Not Hispanic or Latino	2
2/22/2021	Marion	Not Hispanic or Latino	3
2/21/2021	Marion	Not Hispanic or Latino	1
2/20/2021	Marion	Not Hispanic or Latino	2
2/19/2021	Marion	Not Hispanic or Latino	43
2/18/2021	Marion	Not Hispanic or Latino	6
2/17/2021	Marion	Not Hispanic or Latino	23
2/16/2021	Marion	Not Hispanic or Latino	333
2/15/2021	Marion	Not Hispanic or Latino	90
2/12/2021	Marion	Not Hispanic or Latino	421
2/11/2021	Marion	Not Hispanic or Latino	249
2/10/2021	Marion	Not Hispanic or Latino	4
2/9/2021	Marion	Not Hispanic or Latino	312
2/8/2021	Marion	Not Hispanic or Latino	352
2/6/2021	Marion	Not Hispanic or Latino	4
2/5/2021	Marion	Not Hispanic or Latino	36
2/4/2021	Marion	Not Hispanic or Latino	3
2/3/2021	Marion	Not Hispanic or Latino	4
2/2/2021	Marion	Not Hispanic or Latino	161
2/1/2021	Marion	Not Hispanic or Latino	17
1/30/2021	Marion	Not Hispanic or Latino	2
1/29/2021	Marion	Not Hispanic or Latino	38
1/28/2021	Marion	Not Hispanic or Latino	2
1/27/2021	Marion	Not Hispanic or Latino	6
1/26/2021	Marion	Not Hispanic or Latino	41
1/25/2021	Marion	Not Hispanic or Latino	1
1/22/2021	Marion	Not Hispanic or Latino	7
1/21/2021	Marion	Not Hispanic or Latino	4
1/20/2021	Marion	Not Hispanic or Latino	6
1/19/2021	Marion	Not Hispanic or Latino	75
1/18/2021	Marion	Not Hispanic or Latino	104
1/14/2021	Marion	Not Hispanic or Latino	1
1/13/2021	Marion	Not Hispanic or Latino	30
1/12/2021	Marion	Not Hispanic or Latino	32
1/11/2021	Marion	Not Hispanic or Latino	6
1/10/2021	Marion	Not Hispanic or Latino	2
1/9/2021	Marion	Not Hispanic or Latino	1
1/8/2021	Marion	Not Hispanic or Latino	1
1/7/2021	Marion	Not Hispanic or Latino	1
1/6/2021	Marion	Not Hispanic or Latino	3
1/5/2021	Marion	Not Hispanic or Latino	1
1/4/2021	Marion	Not Hispanic or Latino	1
12/23/2020	Marion	Not Hispanic or Latino	1
7/3/2021	Marion	Hispanic or Latino	3
7/1/2021	Marion	Hispanic or Latino	1
6/30/2021	Marion	Hispanic or Latino	3
6/29/2021	Marion	Hispanic or Latino	2
6/24/2021	Marion	Hispanic or Latino	1
6/22/2021	Marion	Hispanic or Latino	3
6/19/2021	Marion	Hispanic or Latino	1
6/16/2021	Marion	Hispanic or Latino	1
6/15/2021	Marion	Hispanic or Latino	1
6/8/2021	Marion	Hispanic or Latino	1
6/6/2021	Marion	Hispanic or Latino	2
6/4/2021	Marion	Hispanic or Latino	1
6/1/2021	Marion	Hispanic or Latino	1
5/27/2021	Marion	Hispanic or Latino	2
5/20/2021	Marion	Hispanic or Latino	3
5/19/2021	Marion	Hispanic or Latino	1
5/18/2021	Marion	Hispanic or Latino	4
5/13/2021	Marion	Hispanic or Latino	2
5/12/2021	Marion	Hispanic or Latino	1
5/11/2021	Marion	Hispanic or Latino	5
5/10/2021	Marion	Hispanic or Latino	3
5/8/2021	Marion	Hispanic or Latino	1
5/7/2021	Marion	Hispanic or Latino	6
5/6/2021	Marion	Hispanic or Latino	1
5/5/2021	Marion	Hispanic or Latino	2
5/4/2021	Marion	Hispanic or Latino	2
4/30/2021	Marion	Hispanic or Latino	18
4/29/2021	Marion	Hispanic or Latino	2
4/28/2021	Marion	Hispanic or Latino	4
4/25/2021	Marion	Hispanic or Latino	1
4/22/2021	Marion	Hispanic or Latino	11
4/20/2021	Marion	Hispanic or Latino	2
4/19/2021	Marion	Hispanic or Latino	1
4/16/2021	Marion	Hispanic or Latino	1
4/14/2021	Marion	Hispanic or Latino	5
4/13/2021	Marion	Hispanic or Latino	7
4/12/2021	Marion	Hispanic or Latino	4
4/11/2021	Marion	Hispanic or Latino	1
4/10/2021	Marion	Hispanic or Latino	1
4/8/2021	Marion	Hispanic or Latino	7
4/2/2021	Marion	Hispanic or Latino	6
3/30/2021	Marion	Hispanic or Latino	8
3/29/2021	Marion	Hispanic or Latino	1
3/25/2021	Marion	Hispanic or Latino	10
3/22/2021	Marion	Hispanic or Latino	10
3/21/2021	Marion	Hispanic or Latino	1
3/18/2021	Marion	Hispanic or Latino	2
3/16/2021	Marion	Hispanic or Latino	3
3/15/2021	Marion	Hispanic or Latino	7
3/11/2021	Marion	Hispanic or Latino	3
3/8/2021	Marion	Hispanic or Latino	1
3/4/2021	Marion	Hispanic or Latino	11
3/2/2021	Marion	Hispanic or Latino	12
2/26/2021	Marion	Hispanic or Latino	24
2/22/2021	Marion	Hispanic or Latino	1
2/19/2021	Marion	Hispanic or Latino	13
2/18/2021	Marion	Hispanic or Latino	1
2/17/2021	Marion	Hispanic or Latino	6
2/16/2021	Marion	Hispanic or Latino	3
2/15/2021	Marion	Hispanic or Latino	8
2/12/2021	Marion	Hispanic or Latino	3
2/11/2021	Marion	Hispanic or Latino	1
2/10/2021	Marion	Hispanic or Latino	2
2/9/2021	Marion	Hispanic or Latino	5
2/8/2021	Marion	Hispanic or Latino	7
2/5/2021	Marion	Hispanic or Latino	1
2/2/2021	Marion	Hispanic or Latino	3
1/26/2021	Marion	Hispanic or Latino	2
1/19/2021	Marion	Hispanic or Latino	1
1/18/2021	Marion	Hispanic or Latino	2
1/11/2021	Marion	Hispanic or Latino	1
7/7/2021	McDonald	Unknown	1
7/6/2021	McDonald	Unknown	3
7/5/2021	McDonald	Unknown	7
7/2/2021	McDonald	Unknown	2
7/1/2021	McDonald	Unknown	6
6/30/2021	McDonald	Unknown	6
6/29/2021	McDonald	Unknown	1
6/28/2021	McDonald	Unknown	3
6/27/2021	McDonald	Unknown	1
6/25/2021	McDonald	Unknown	2
6/24/2021	McDonald	Unknown	1
6/23/2021	McDonald	Unknown	3
6/22/2021	McDonald	Unknown	4
6/21/2021	McDonald	Unknown	2
6/20/2021	McDonald	Unknown	1
6/18/2021	McDonald	Unknown	1
6/17/2021	McDonald	Unknown	5
6/16/2021	McDonald	Unknown	9
6/15/2021	McDonald	Unknown	3
6/14/2021	McDonald	Unknown	5
6/13/2021	McDonald	Unknown	2
6/12/2021	McDonald	Unknown	2
6/11/2021	McDonald	Unknown	3
6/10/2021	McDonald	Unknown	4
6/9/2021	McDonald	Unknown	30
6/8/2021	McDonald	Unknown	2
6/7/2021	McDonald	Unknown	1
6/5/2021	McDonald	Unknown	22
6/4/2021	McDonald	Unknown	7
6/2/2021	McDonald	Unknown	3
6/1/2021	McDonald	Unknown	1
5/30/2021	McDonald	Unknown	1
5/28/2021	McDonald	Unknown	1
5/27/2021	McDonald	Unknown	4
5/26/2021	McDonald	Unknown	2
5/25/2021	McDonald	Unknown	1
5/24/2021	McDonald	Unknown	1
5/21/2021	McDonald	Unknown	8
5/20/2021	McDonald	Unknown	16
5/19/2021	McDonald	Unknown	22
5/18/2021	McDonald	Unknown	2
5/17/2021	McDonald	Unknown	4
5/14/2021	McDonald	Unknown	5
5/13/2021	McDonald	Unknown	1
5/12/2021	McDonald	Unknown	3
5/11/2021	McDonald	Unknown	7
5/10/2021	McDonald	Unknown	10
5/9/2021	McDonald	Unknown	1
5/8/2021	McDonald	Unknown	3
5/7/2021	McDonald	Unknown	1
5/6/2021	McDonald	Unknown	5
5/5/2021	McDonald	Unknown	2
5/4/2021	McDonald	Unknown	19
5/3/2021	McDonald	Unknown	18
4/30/2021	McDonald	Unknown	8
4/29/2021	McDonald	Unknown	3
4/28/2021	McDonald	Unknown	2
4/27/2021	McDonald	Unknown	1
4/26/2021	McDonald	Unknown	3
4/23/2021	McDonald	Unknown	63
4/22/2021	McDonald	Unknown	10
4/21/2021	McDonald	Unknown	5
4/20/2021	McDonald	Unknown	4
4/19/2021	McDonald	Unknown	6
4/17/2021	McDonald	Unknown	6
4/16/2021	McDonald	Unknown	7
4/15/2021	McDonald	Unknown	5
4/14/2021	McDonald	Unknown	1
4/13/2021	McDonald	Unknown	13
4/12/2021	McDonald	Unknown	31
4/10/2021	McDonald	Unknown	49
4/9/2021	McDonald	Unknown	71
4/8/2021	McDonald	Unknown	2
4/7/2021	McDonald	Unknown	4
4/6/2021	McDonald	Unknown	7
4/5/2021	McDonald	Unknown	9
4/2/2021	McDonald	Unknown	11
4/1/2021	McDonald	Unknown	15
3/30/2021	McDonald	Unknown	47
3/29/2021	McDonald	Unknown	10
3/27/2021	McDonald	Unknown	1
3/26/2021	McDonald	Unknown	34
3/25/2021	McDonald	Unknown	5
3/24/2021	McDonald	Unknown	75
3/23/2021	McDonald	Unknown	22
3/22/2021	McDonald	Unknown	5
3/20/2021	McDonald	Unknown	2
3/19/2021	McDonald	Unknown	5
3/18/2021	McDonald	Unknown	5
3/17/2021	McDonald	Unknown	5
3/16/2021	McDonald	Unknown	1
3/15/2021	McDonald	Unknown	70
3/12/2021	McDonald	Unknown	10
3/11/2021	McDonald	Unknown	5
3/9/2021	McDonald	Unknown	10
3/8/2021	McDonald	Unknown	13
3/7/2021	McDonald	Unknown	1
3/4/2021	McDonald	Unknown	12
3/3/2021	McDonald	Unknown	4
3/2/2021	McDonald	Unknown	3
3/1/2021	McDonald	Unknown	2
2/27/2021	McDonald	Unknown	8
2/26/2021	McDonald	Unknown	1
2/25/2021	McDonald	Unknown	92
2/24/2021	McDonald	Unknown	7
2/23/2021	McDonald	Unknown	6
2/19/2021	McDonald	Unknown	19
2/18/2021	McDonald	Unknown	42
2/17/2021	McDonald	Unknown	1
2/16/2021	McDonald	Unknown	1
2/15/2021	McDonald	Unknown	1
2/12/2021	McDonald	Unknown	76
2/11/2021	McDonald	Unknown	66
2/10/2021	McDonald	Unknown	3
2/9/2021	McDonald	Unknown	56
2/8/2021	McDonald	Unknown	53
2/5/2021	McDonald	Unknown	6
2/4/2021	McDonald	Unknown	12
2/2/2021	McDonald	Unknown	4
1/27/2021	McDonald	Unknown	2
1/21/2021	McDonald	Unknown	2
1/20/2021	McDonald	Unknown	12
1/19/2021	McDonald	Unknown	1
7/7/2021	McDonald	Not Hispanic or Latino	5
7/6/2021	McDonald	Not Hispanic or Latino	1
7/5/2021	McDonald	Not Hispanic or Latino	3
7/4/2021	McDonald	Not Hispanic or Latino	1
7/2/2021	McDonald	Not Hispanic or Latino	7
7/1/2021	McDonald	Not Hispanic or Latino	11
6/30/2021	McDonald	Not Hispanic or Latino	8
6/29/2021	McDonald	Not Hispanic or Latino	4
6/28/2021	McDonald	Not Hispanic or Latino	2
6/27/2021	McDonald	Not Hispanic or Latino	4
6/26/2021	McDonald	Not Hispanic or Latino	4
6/25/2021	McDonald	Not Hispanic or Latino	8
6/24/2021	McDonald	Not Hispanic or Latino	5
6/23/2021	McDonald	Not Hispanic or Latino	5
6/22/2021	McDonald	Not Hispanic or Latino	2
6/21/2021	McDonald	Not Hispanic or Latino	11
6/20/2021	McDonald	Not Hispanic or Latino	4
6/19/2021	McDonald	Not Hispanic or Latino	4
6/18/2021	McDonald	Not Hispanic or Latino	6
6/17/2021	McDonald	Not Hispanic or Latino	3
6/16/2021	McDonald	Not Hispanic or Latino	24
6/15/2021	McDonald	Not Hispanic or Latino	13
6/14/2021	McDonald	Not Hispanic or Latino	11
6/13/2021	McDonald	Not Hispanic or Latino	4
6/12/2021	McDonald	Not Hispanic or Latino	5
6/11/2021	McDonald	Not Hispanic or Latino	7
6/10/2021	McDonald	Not Hispanic or Latino	9
6/9/2021	McDonald	Not Hispanic or Latino	31
6/8/2021	McDonald	Not Hispanic or Latino	5
6/7/2021	McDonald	Not Hispanic or Latino	7
6/6/2021	McDonald	Not Hispanic or Latino	4
6/5/2021	McDonald	Not Hispanic or Latino	11
6/4/2021	McDonald	Not Hispanic or Latino	2
6/3/2021	McDonald	Not Hispanic or Latino	4
6/2/2021	McDonald	Not Hispanic or Latino	7
6/1/2021	McDonald	Not Hispanic or Latino	4
5/31/2021	McDonald	Not Hispanic or Latino	1
5/30/2021	McDonald	Not Hispanic or Latino	3
5/29/2021	McDonald	Not Hispanic or Latino	5
5/28/2021	McDonald	Not Hispanic or Latino	3
5/27/2021	McDonald	Not Hispanic or Latino	10
5/26/2021	McDonald	Not Hispanic or Latino	6
5/25/2021	McDonald	Not Hispanic or Latino	7
5/24/2021	McDonald	Not Hispanic or Latino	10
5/22/2021	McDonald	Not Hispanic or Latino	6
5/21/2021	McDonald	Not Hispanic or Latino	5
5/20/2021	McDonald	Not Hispanic or Latino	6
5/19/2021	McDonald	Not Hispanic or Latino	18
5/18/2021	McDonald	Not Hispanic or Latino	8
5/17/2021	McDonald	Not Hispanic or Latino	7
5/16/2021	McDonald	Not Hispanic or Latino	2
5/15/2021	McDonald	Not Hispanic or Latino	8
5/14/2021	McDonald	Not Hispanic or Latino	12
5/13/2021	McDonald	Not Hispanic or Latino	15
5/12/2021	McDonald	Not Hispanic or Latino	7
5/11/2021	McDonald	Not Hispanic or Latino	18
5/10/2021	McDonald	Not Hispanic or Latino	12
5/9/2021	McDonald	Not Hispanic or Latino	3
5/8/2021	McDonald	Not Hispanic or Latino	9
5/7/2021	McDonald	Not Hispanic or Latino	10
5/6/2021	McDonald	Not Hispanic or Latino	5
5/5/2021	McDonald	Not Hispanic or Latino	8
5/4/2021	McDonald	Not Hispanic or Latino	14
5/3/2021	McDonald	Not Hispanic or Latino	21
5/2/2021	McDonald	Not Hispanic or Latino	1
5/1/2021	McDonald	Not Hispanic or Latino	8
4/30/2021	McDonald	Not Hispanic or Latino	22
4/29/2021	McDonald	Not Hispanic or Latino	21
4/28/2021	McDonald	Not Hispanic or Latino	11
4/27/2021	McDonald	Not Hispanic or Latino	2
4/26/2021	McDonald	Not Hispanic or Latino	5
4/25/2021	McDonald	Not Hispanic or Latino	1
4/24/2021	McDonald	Not Hispanic or Latino	2
4/23/2021	McDonald	Not Hispanic or Latino	37
4/22/2021	McDonald	Not Hispanic or Latino	23
4/21/2021	McDonald	Not Hispanic or Latino	8
4/20/2021	McDonald	Not Hispanic or Latino	13
4/19/2021	McDonald	Not Hispanic or Latino	6
4/18/2021	McDonald	Not Hispanic or Latino	2
4/17/2021	McDonald	Not Hispanic or Latino	7
4/16/2021	McDonald	Not Hispanic or Latino	8
4/15/2021	McDonald	Not Hispanic or Latino	13
4/14/2021	McDonald	Not Hispanic or Latino	2
4/13/2021	McDonald	Not Hispanic or Latino	6
4/12/2021	McDonald	Not Hispanic or Latino	21
4/11/2021	McDonald	Not Hispanic or Latino	1
4/10/2021	McDonald	Not Hispanic or Latino	46
4/9/2021	McDonald	Not Hispanic or Latino	41
4/8/2021	McDonald	Not Hispanic or Latino	10
4/7/2021	McDonald	Not Hispanic or Latino	6
4/6/2021	McDonald	Not Hispanic or Latino	12
4/5/2021	McDonald	Not Hispanic or Latino	23
4/4/2021	McDonald	Not Hispanic or Latino	3
4/2/2021	McDonald	Not Hispanic or Latino	22
4/1/2021	McDonald	Not Hispanic or Latino	17
3/31/2021	McDonald	Not Hispanic or Latino	9
3/30/2021	McDonald	Not Hispanic or Latino	21
3/29/2021	McDonald	Not Hispanic or Latino	5
3/27/2021	McDonald	Not Hispanic or Latino	1
3/26/2021	McDonald	Not Hispanic or Latino	14
3/25/2021	McDonald	Not Hispanic or Latino	10
