report_date,zip,geoid,county,state,cases,new_cases,case_avg,case_rate,case_avg_rate
2020-08-03,63367,29183,St. Charles,Missouri,246,7,7.642857142857143,10.15354135710748,3.154555531970094
2020-08-03,63368,29183,St. Charles,Missouri,374,5,9.214285714285714,7.984798992292747,1.9672251146023003
2020-08-03,63373,29183,St. Charles,Missouri,5,0,NaN,8.431703204047217,NaN
2020-08-03,63376,29183,St. Charles,Missouri,651,4,14.642857142857142,8.74435847840103,1.9668570200485094
2020-08-03,63385,29183,St. Charles,Missouri,361,-2,11.214285714285714,8.273364807260394,2.570079688840288
2020-08-03,63386,29183,St. Charles,Missouri,6,0,NaN,15.306122448979592,NaN
2020-08-04,63301,29183,St. Charles,Missouri,633,14,13.357142857142858,12.491366551554021,2.635844668405103
2020-08-04,63303,29183,St. Charles,Missouri,491,10,10.857142857142858,10.249238091262054,2.2663430169796808
2020-08-04,63304,29183,St. Charles,Missouri,379,12,8.5,9.182091287915496,2.059308072487644
2020-08-04,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-08-04,63341,29183,St. Charles,Missouri,25,1,0.5,6.825006825006825,1.365001365001365
2020-08-04,63348,29183,St. Charles,Missouri,35,0,0.5,6.628787878787879,0.946969696969697
2020-08-04,63366,29183,St. Charles,Missouri,488,24,10.5,9.834545857600611,2.1160395800165253
2020-08-04,63367,29183,St. Charles,Missouri,251,5,7.071428571428571,10.359914148918607,2.918700912757376
2020-08-04,63368,29183,St. Charles,Missouri,386,12,9.071428571428571,8.240995751403744,1.9367255004224195
2020-08-04,63373,29183,St. Charles,Missouri,6,1,NaN,10.118043844856661,NaN
2020-08-04,63376,29183,St. Charles,Missouri,665,14,13.214285714285714,8.932409198366646,1.7749685302876792
2020-08-04,63385,29183,St. Charles,Missouri,374,13,11,8.57129761195398,2.520969885868818
2020-08-04,63386,29183,St. Charles,Missouri,6,0,NaN,15.306122448979592,NaN
2020-08-05,63301,29183,St. Charles,Missouri,640,7,12.785714285714286,12.62950172668969,2.5230812601310877
2020-08-05,63303,29183,St. Charles,Missouri,492,1,9.357142857142858,10.270112303260552,1.9532298370022245
2020-08-05,63304,29183,St. Charles,Missouri,379,0,8.071428571428571,9.182091287915496,1.95547741337062
2020-08-05,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-08-05,63341,29183,St. Charles,Missouri,25,0,0.42857142857142855,6.825006825006825,1.1700011700011699
2020-08-05,63348,29183,St. Charles,Missouri,36,1,0.42857142857142855,6.8181818181818175,0.8116883116883117
